,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,gender,match
167,35.0,15.0,25.0,10.0,5.0,10.0,1,0
168,35.0,15.0,25.0,10.0,5.0,10.0,1,1
169,35.0,15.0,25.0,10.0,5.0,10.0,1,0
170,33.33,11.11,11.11,11.11,11.11,22.22,1,0
171,33.33,11.11,11.11,11.11,11.11,22.22,1,0
172,33.33,11.11,11.11,11.11,11.11,22.22,1,0
173,33.33,11.11,11.11,11.11,11.11,22.22,1,0
174,33.33,11.11,11.11,11.11,11.11,22.22,1,0
175,33.33,11.11,11.11,11.11,11.11,22.22,1,0
176,33.33,11.11,11.11,11.11,11.11,22.22,1,0
177,33.33,11.11,11.11,11.11,11.11,22.22,1,1
178,33.33,11.11,11.11,11.11,11.11,22.22,1,0
179,33.33,11.11,11.11,11.11,11.11,22.22,1,0
180,50.0,0.0,25.0,10.0,0.0,15.0,1,1
181,50.0,0.0,25.0,10.0,0.0,15.0,1,1
182,50.0,0.0,25.0,10.0,0.0,15.0,1,0
183,50.0,0.0,25.0,10.0,0.0,15.0,1,1
184,50.0,0.0,25.0,10.0,0.0,15.0,1,1
185,50.0,0.0,25.0,10.0,0.0,15.0,1,1
186,50.0,0.0,25.0,10.0,0.0,15.0,1,1
187,50.0,0.0,25.0,10.0,0.0,15.0,1,1
188,50.0,0.0,25.0,10.0,0.0,15.0,1,1
189,50.0,0.0,25.0,10.0,0.0,15.0,1,1
190,100.0,0.0,0.0,0.0,0.0,0.0,1,0
191,100.0,0.0,0.0,0.0,0.0,0.0,1,0
192,100.0,0.0,0.0,0.0,0.0,0.0,1,0
193,100.0,0.0,0.0,0.0,0.0,0.0,1,0
194,100.0,0.0,0.0,0.0,0.0,0.0,1,0
195,100.0,0.0,0.0,0.0,0.0,0.0,1,0
196,100.0,0.0,0.0,0.0,0.0,0.0,1,0
197,100.0,0.0,0.0,0.0,0.0,0.0,1,1
198,100.0,0.0,0.0,0.0,0.0,0.0,1,0
199,100.0,0.0,0.0,0.0,0.0,0.0,1,0
504,25.0,20.0,25.0,20.0,10.0,0.0,1,0
505,25.0,20.0,25.0,20.0,10.0,0.0,1,0
506,25.0,20.0,25.0,20.0,10.0,0.0,1,0
507,25.0,20.0,25.0,20.0,10.0,0.0,1,0
508,25.0,20.0,25.0,20.0,10.0,0.0,1,0
509,25.0,20.0,25.0,20.0,10.0,0.0,1,0
510,25.0,20.0,25.0,20.0,10.0,0.0,1,0
511,25.0,20.0,25.0,20.0,10.0,0.0,1,0
512,25.0,20.0,25.0,20.0,10.0,0.0,1,0
513,25.0,20.0,25.0,20.0,10.0,0.0,1,0
514,25.0,20.0,25.0,20.0,10.0,0.0,1,0
515,25.0,20.0,25.0,20.0,10.0,0.0,1,0
516,25.0,20.0,25.0,20.0,10.0,0.0,1,0
517,25.0,20.0,25.0,20.0,10.0,0.0,1,0
518,25.0,20.0,25.0,20.0,10.0,0.0,1,0
519,25.0,20.0,25.0,20.0,10.0,0.0,1,0
520,25.0,20.0,25.0,20.0,10.0,0.0,1,0
521,25.0,20.0,25.0,20.0,10.0,0.0,1,0
522,25.0,20.0,25.0,20.0,10.0,0.0,1,0
523,30.0,20.0,10.0,30.0,0.0,10.0,1,0
524,30.0,20.0,10.0,30.0,0.0,10.0,1,0
525,30.0,20.0,10.0,30.0,0.0,10.0,1,0
526,30.0,20.0,10.0,30.0,0.0,10.0,1,0
527,30.0,20.0,10.0,30.0,0.0,10.0,1,0
528,30.0,20.0,10.0,30.0,0.0,10.0,1,0
529,30.0,20.0,10.0,30.0,0.0,10.0,1,0
530,30.0,20.0,10.0,30.0,0.0,10.0,1,0
531,30.0,20.0,10.0,30.0,0.0,10.0,1,0
532,30.0,20.0,10.0,30.0,0.0,10.0,1,0
533,30.0,20.0,10.0,30.0,0.0,10.0,1,0
534,30.0,20.0,10.0,30.0,0.0,10.0,1,0
535,30.0,20.0,10.0,30.0,0.0,10.0,1,0
536,30.0,20.0,10.0,30.0,0.0,10.0,1,0
537,30.0,20.0,10.0,30.0,0.0,10.0,1,0
538,30.0,20.0,10.0,30.0,0.0,10.0,1,0
539,30.0,20.0,10.0,30.0,0.0,10.0,1,0
540,30.0,20.0,10.0,30.0,0.0,10.0,1,0
541,30.0,20.0,10.0,30.0,0.0,10.0,1,0
542,20.0,25.0,20.0,15.0,10.0,10.0,1,0
543,20.0,25.0,20.0,15.0,10.0,10.0,1,0
544,20.0,25.0,20.0,15.0,10.0,10.0,1,0
545,20.0,25.0,20.0,15.0,10.0,10.0,1,0
546,20.0,25.0,20.0,15.0,10.0,10.0,1,0
547,20.0,25.0,20.0,15.0,10.0,10.0,1,0
548,20.0,25.0,20.0,15.0,10.0,10.0,1,0
549,20.0,25.0,20.0,15.0,10.0,10.0,1,0
550,20.0,25.0,20.0,15.0,10.0,10.0,1,0
551,20.0,25.0,20.0,15.0,10.0,10.0,1,0
552,20.0,25.0,20.0,15.0,10.0,10.0,1,0
553,20.0,25.0,20.0,15.0,10.0,10.0,1,0
554,20.0,25.0,20.0,15.0,10.0,10.0,1,0
555,20.0,25.0,20.0,15.0,10.0,10.0,1,0
556,20.0,25.0,20.0,15.0,10.0,10.0,1,0
557,20.0,25.0,20.0,15.0,10.0,10.0,1,0
558,20.0,25.0,20.0,15.0,10.0,10.0,1,0
559,20.0,25.0,20.0,15.0,10.0,10.0,1,0
560,20.0,25.0,20.0,15.0,10.0,10.0,1,0
561,25.0,35.0,30.0,10.0,0.0,0.0,1,0
562,25.0,35.0,30.0,10.0,0.0,0.0,1,0
563,25.0,35.0,30.0,10.0,0.0,0.0,1,1
564,25.0,35.0,30.0,10.0,0.0,0.0,1,0
565,25.0,35.0,30.0,10.0,0.0,0.0,1,0
566,25.0,35.0,30.0,10.0,0.0,0.0,1,0
567,25.0,35.0,30.0,10.0,0.0,0.0,1,0
568,25.0,35.0,30.0,10.0,0.0,0.0,1,0
569,25.0,35.0,30.0,10.0,0.0,0.0,1,0
570,25.0,35.0,30.0,10.0,0.0,0.0,1,0
571,25.0,35.0,30.0,10.0,0.0,0.0,1,0
572,25.0,35.0,30.0,10.0,0.0,0.0,1,0
573,25.0,35.0,30.0,10.0,0.0,0.0,1,0
574,25.0,35.0,30.0,10.0,0.0,0.0,1,0
575,25.0,35.0,30.0,10.0,0.0,0.0,1,0
576,25.0,35.0,30.0,10.0,0.0,0.0,1,0
577,25.0,35.0,30.0,10.0,0.0,0.0,1,0
578,25.0,35.0,30.0,10.0,0.0,0.0,1,0
579,25.0,35.0,30.0,10.0,0.0,0.0,1,0
580,25.0,15.0,25.0,25.0,15.0,15.0,1,0
581,25.0,15.0,25.0,25.0,15.0,15.0,1,1
582,25.0,15.0,25.0,25.0,15.0,15.0,1,1
583,25.0,15.0,25.0,25.0,15.0,15.0,1,0
584,25.0,15.0,25.0,25.0,15.0,15.0,1,0
585,25.0,15.0,25.0,25.0,15.0,15.0,1,0
586,25.0,15.0,25.0,25.0,15.0,15.0,1,0
587,25.0,15.0,25.0,25.0,15.0,15.0,1,0
588,25.0,15.0,25.0,25.0,15.0,15.0,1,1
589,25.0,15.0,25.0,25.0,15.0,15.0,1,0
590,25.0,15.0,25.0,25.0,15.0,15.0,1,0
591,25.0,15.0,25.0,25.0,15.0,15.0,1,0
592,25.0,15.0,25.0,25.0,15.0,15.0,1,0
593,25.0,15.0,25.0,25.0,15.0,15.0,1,0
594,25.0,15.0,25.0,25.0,15.0,15.0,1,0
595,25.0,15.0,25.0,25.0,15.0,15.0,1,0
596,25.0,15.0,25.0,25.0,15.0,15.0,1,1
597,25.0,15.0,25.0,25.0,15.0,15.0,1,0
598,25.0,15.0,25.0,25.0,15.0,15.0,1,0
599,25.0,15.0,25.0,15.0,0.0,20.0,1,0
600,25.0,15.0,25.0,15.0,0.0,20.0,1,1
601,25.0,15.0,25.0,15.0,0.0,20.0,1,1
602,25.0,15.0,25.0,15.0,0.0,20.0,1,0
603,25.0,15.0,25.0,15.0,0.0,20.0,1,0
604,25.0,15.0,25.0,15.0,0.0,20.0,1,0
605,25.0,15.0,25.0,15.0,0.0,20.0,1,0
606,25.0,15.0,25.0,15.0,0.0,20.0,1,0
607,25.0,15.0,25.0,15.0,0.0,20.0,1,1
608,25.0,15.0,25.0,15.0,0.0,20.0,1,0
609,25.0,15.0,25.0,15.0,0.0,20.0,1,0
610,25.0,15.0,25.0,15.0,0.0,20.0,1,0
611,25.0,15.0,25.0,15.0,0.0,20.0,1,0
612,25.0,15.0,25.0,15.0,0.0,20.0,1,0
613,25.0,15.0,25.0,15.0,0.0,20.0,1,1
614,25.0,15.0,25.0,15.0,0.0,20.0,1,0
615,25.0,15.0,25.0,15.0,0.0,20.0,1,0
616,25.0,15.0,25.0,15.0,0.0,20.0,1,0
617,25.0,15.0,25.0,15.0,0.0,20.0,1,0
618,20.0,35.0,20.0,10.0,10.0,5.0,1,0
619,20.0,35.0,20.0,10.0,10.0,5.0,1,0
620,20.0,35.0,20.0,10.0,10.0,5.0,1,0
621,20.0,35.0,20.0,10.0,10.0,5.0,1,0
622,20.0,35.0,20.0,10.0,10.0,5.0,1,0
623,20.0,35.0,20.0,10.0,10.0,5.0,1,0
624,20.0,35.0,20.0,10.0,10.0,5.0,1,1
625,20.0,35.0,20.0,10.0,10.0,5.0,1,1
626,20.0,35.0,20.0,10.0,10.0,5.0,1,0
627,20.0,35.0,20.0,10.0,10.0,5.0,1,0
628,20.0,35.0,20.0,10.0,10.0,5.0,1,0
629,20.0,35.0,20.0,10.0,10.0,5.0,1,0
630,20.0,35.0,20.0,10.0,10.0,5.0,1,0
631,20.0,35.0,20.0,10.0,10.0,5.0,1,1
632,20.0,35.0,20.0,10.0,10.0,5.0,1,1
633,20.0,35.0,20.0,10.0,10.0,5.0,1,0
634,20.0,35.0,20.0,10.0,10.0,5.0,1,0
635,20.0,35.0,20.0,10.0,10.0,5.0,1,0
636,20.0,35.0,20.0,10.0,10.0,5.0,1,0
637,20.0,20.0,25.0,25.0,5.0,5.0,1,0
638,20.0,20.0,25.0,25.0,5.0,5.0,1,0
639,20.0,20.0,25.0,25.0,5.0,5.0,1,0
640,20.0,20.0,25.0,25.0,5.0,5.0,1,0
641,20.0,20.0,25.0,25.0,5.0,5.0,1,0
642,20.0,20.0,25.0,25.0,5.0,5.0,1,0
643,20.0,20.0,25.0,25.0,5.0,5.0,1,0
644,20.0,20.0,25.0,25.0,5.0,5.0,1,0
645,20.0,20.0,25.0,25.0,5.0,5.0,1,0
646,20.0,20.0,25.0,25.0,5.0,5.0,1,0
647,20.0,20.0,25.0,25.0,5.0,5.0,1,0
648,20.0,20.0,25.0,25.0,5.0,5.0,1,0
649,20.0,20.0,25.0,25.0,5.0,5.0,1,0
650,20.0,20.0,25.0,25.0,5.0,5.0,1,0
651,20.0,20.0,25.0,25.0,5.0,5.0,1,0
652,20.0,20.0,25.0,25.0,5.0,5.0,1,0
653,20.0,20.0,25.0,25.0,5.0,5.0,1,0
654,20.0,20.0,25.0,25.0,5.0,5.0,1,0
655,20.0,20.0,25.0,25.0,5.0,5.0,1,1
656,30.0,15.0,25.0,25.0,5.0,0.0,1,0
657,30.0,15.0,25.0,25.0,5.0,0.0,1,0
658,30.0,15.0,25.0,25.0,5.0,0.0,1,0
659,30.0,15.0,25.0,25.0,5.0,0.0,1,0
660,30.0,15.0,25.0,25.0,5.0,0.0,1,0
661,30.0,15.0,25.0,25.0,5.0,0.0,1,0
662,30.0,15.0,25.0,25.0,5.0,0.0,1,0
663,30.0,15.0,25.0,25.0,5.0,0.0,1,0
664,30.0,15.0,25.0,25.0,5.0,0.0,1,0
665,30.0,15.0,25.0,25.0,5.0,0.0,1,0
666,30.0,15.0,25.0,25.0,5.0,0.0,1,1
667,30.0,15.0,25.0,25.0,5.0,0.0,1,0
668,30.0,15.0,25.0,25.0,5.0,0.0,1,0
669,30.0,15.0,25.0,25.0,5.0,0.0,1,0
670,30.0,15.0,25.0,25.0,5.0,0.0,1,0
671,30.0,15.0,25.0,25.0,5.0,0.0,1,0
672,30.0,15.0,25.0,25.0,5.0,0.0,1,0
673,30.0,15.0,25.0,25.0,5.0,0.0,1,0
674,30.0,15.0,25.0,25.0,5.0,0.0,1,0
675,20.0,20.0,20.0,20.0,5.0,15.0,1,0
676,20.0,20.0,20.0,20.0,5.0,15.0,1,0
677,20.0,20.0,20.0,20.0,5.0,15.0,1,0
678,20.0,20.0,20.0,20.0,5.0,15.0,1,0
679,20.0,20.0,20.0,20.0,5.0,15.0,1,0
680,20.0,20.0,20.0,20.0,5.0,15.0,1,0
681,20.0,20.0,20.0,20.0,5.0,15.0,1,0
682,20.0,20.0,20.0,20.0,5.0,15.0,1,0
683,20.0,20.0,20.0,20.0,5.0,15.0,1,0
684,20.0,20.0,20.0,20.0,5.0,15.0,1,1
685,20.0,20.0,20.0,20.0,5.0,15.0,1,1
686,20.0,20.0,20.0,20.0,5.0,15.0,1,0
687,20.0,20.0,20.0,20.0,5.0,15.0,1,0
688,20.0,20.0,20.0,20.0,5.0,15.0,1,1
689,20.0,20.0,20.0,20.0,5.0,15.0,1,1
690,20.0,20.0,20.0,20.0,5.0,15.0,1,1
691,20.0,20.0,20.0,20.0,5.0,15.0,1,0
692,20.0,20.0,20.0,20.0,5.0,15.0,1,1
693,20.0,20.0,20.0,20.0,5.0,15.0,1,0
694,35.0,10.0,20.0,15.0,10.0,10.0,1,0
695,35.0,10.0,20.0,15.0,10.0,10.0,1,0
696,35.0,10.0,20.0,15.0,10.0,10.0,1,0
697,35.0,10.0,20.0,15.0,10.0,10.0,1,0
698,35.0,10.0,20.0,15.0,10.0,10.0,1,0
699,35.0,10.0,20.0,15.0,10.0,10.0,1,0
700,35.0,10.0,20.0,15.0,10.0,10.0,1,1
701,35.0,10.0,20.0,15.0,10.0,10.0,1,0
702,35.0,10.0,20.0,15.0,10.0,10.0,1,0
703,35.0,10.0,20.0,15.0,10.0,10.0,1,0
704,35.0,10.0,20.0,15.0,10.0,10.0,1,1
705,35.0,10.0,20.0,15.0,10.0,10.0,1,0
706,35.0,10.0,20.0,15.0,10.0,10.0,1,0
707,35.0,10.0,20.0,15.0,10.0,10.0,1,0
708,35.0,10.0,20.0,15.0,10.0,10.0,1,1
709,35.0,10.0,20.0,15.0,10.0,10.0,1,0
710,35.0,10.0,20.0,15.0,10.0,10.0,1,0
711,35.0,10.0,20.0,15.0,10.0,10.0,1,1
712,35.0,10.0,20.0,15.0,10.0,10.0,1,0
713,25.0,10.0,35.0,15.0,0.0,15.0,1,0
714,25.0,10.0,35.0,15.0,0.0,15.0,1,0
715,25.0,10.0,35.0,15.0,0.0,15.0,1,0
716,25.0,10.0,35.0,15.0,0.0,15.0,1,0
717,25.0,10.0,35.0,15.0,0.0,15.0,1,0
718,25.0,10.0,35.0,15.0,0.0,15.0,1,0
719,25.0,10.0,35.0,15.0,0.0,15.0,1,0
720,25.0,10.0,35.0,15.0,0.0,15.0,1,0
721,25.0,10.0,35.0,15.0,0.0,15.0,1,0
722,25.0,10.0,35.0,15.0,0.0,15.0,1,0
723,25.0,10.0,35.0,15.0,0.0,15.0,1,0
724,25.0,10.0,35.0,15.0,0.0,15.0,1,0
725,25.0,10.0,35.0,15.0,0.0,15.0,1,0
726,25.0,10.0,35.0,15.0,0.0,15.0,1,0
727,25.0,10.0,35.0,15.0,0.0,15.0,1,0
728,25.0,10.0,35.0,15.0,0.0,15.0,1,1
729,25.0,10.0,35.0,15.0,0.0,15.0,1,0
730,25.0,10.0,35.0,15.0,0.0,15.0,1,0
731,25.0,10.0,35.0,15.0,0.0,15.0,1,0
732,15.0,20.0,15.0,30.0,5.0,15.0,1,0
733,15.0,20.0,15.0,30.0,5.0,15.0,1,0
734,15.0,20.0,15.0,30.0,5.0,15.0,1,0
735,15.0,20.0,15.0,30.0,5.0,15.0,1,0
736,15.0,20.0,15.0,30.0,5.0,15.0,1,0
737,15.0,20.0,15.0,30.0,5.0,15.0,1,0
738,15.0,20.0,15.0,30.0,5.0,15.0,1,0
739,15.0,20.0,15.0,30.0,5.0,15.0,1,0
740,15.0,20.0,15.0,30.0,5.0,15.0,1,0
741,15.0,20.0,15.0,30.0,5.0,15.0,1,0
742,15.0,20.0,15.0,30.0,5.0,15.0,1,0
743,15.0,20.0,15.0,30.0,5.0,15.0,1,0
744,15.0,20.0,15.0,30.0,5.0,15.0,1,0
745,15.0,20.0,15.0,30.0,5.0,15.0,1,0
746,15.0,20.0,15.0,30.0,5.0,15.0,1,0
747,15.0,20.0,15.0,30.0,5.0,15.0,1,0
748,15.0,20.0,15.0,30.0,5.0,15.0,1,1
749,15.0,20.0,15.0,30.0,5.0,15.0,1,0
750,15.0,20.0,15.0,30.0,5.0,15.0,1,0
751,40.0,15.0,20.0,10.0,5.0,10.0,1,0
752,40.0,15.0,20.0,10.0,5.0,10.0,1,0
753,40.0,15.0,20.0,10.0,5.0,10.0,1,0
754,40.0,15.0,20.0,10.0,5.0,10.0,1,0
755,40.0,15.0,20.0,10.0,5.0,10.0,1,0
756,40.0,15.0,20.0,10.0,5.0,10.0,1,0
757,40.0,15.0,20.0,10.0,5.0,10.0,1,0
758,40.0,15.0,20.0,10.0,5.0,10.0,1,0
759,40.0,15.0,20.0,10.0,5.0,10.0,1,0
760,40.0,15.0,20.0,10.0,5.0,10.0,1,0
761,40.0,15.0,20.0,10.0,5.0,10.0,1,0
762,40.0,15.0,20.0,10.0,5.0,10.0,1,0
763,40.0,15.0,20.0,10.0,5.0,10.0,1,0
764,40.0,15.0,20.0,10.0,5.0,10.0,1,0
765,40.0,15.0,20.0,10.0,5.0,10.0,1,1
766,40.0,15.0,20.0,10.0,5.0,10.0,1,0
767,40.0,15.0,20.0,10.0,5.0,10.0,1,0
768,40.0,15.0,20.0,10.0,5.0,10.0,1,0
769,40.0,15.0,20.0,10.0,5.0,10.0,1,0
770,40.0,20.0,20.0,20.0,0.0,0.0,1,0
771,40.0,20.0,20.0,20.0,0.0,0.0,1,0
772,40.0,20.0,20.0,20.0,0.0,0.0,1,0
773,40.0,20.0,20.0,20.0,0.0,0.0,1,0
774,40.0,20.0,20.0,20.0,0.0,0.0,1,0
775,40.0,20.0,20.0,20.0,0.0,0.0,1,0
776,40.0,20.0,20.0,20.0,0.0,0.0,1,0
777,40.0,20.0,20.0,20.0,0.0,0.0,1,0
778,40.0,20.0,20.0,20.0,0.0,0.0,1,0
779,40.0,20.0,20.0,20.0,0.0,0.0,1,0
780,40.0,20.0,20.0,20.0,0.0,0.0,1,0
781,40.0,20.0,20.0,20.0,0.0,0.0,1,0
782,40.0,20.0,20.0,20.0,0.0,0.0,1,0
783,40.0,20.0,20.0,20.0,0.0,0.0,1,0
784,40.0,20.0,20.0,20.0,0.0,0.0,1,0
785,40.0,20.0,20.0,20.0,0.0,0.0,1,0
786,40.0,20.0,20.0,20.0,0.0,0.0,1,0
787,40.0,20.0,20.0,20.0,0.0,0.0,1,0
788,40.0,20.0,20.0,20.0,0.0,0.0,1,0
789,20.0,25.0,25.0,10.0,10.0,10.0,1,0
790,20.0,25.0,25.0,10.0,10.0,10.0,1,0
791,20.0,25.0,25.0,10.0,10.0,10.0,1,0
792,20.0,25.0,25.0,10.0,10.0,10.0,1,0
793,20.0,25.0,25.0,10.0,10.0,10.0,1,0
794,20.0,25.0,25.0,10.0,10.0,10.0,1,0
795,20.0,25.0,25.0,10.0,10.0,10.0,1,0
796,20.0,25.0,25.0,10.0,10.0,10.0,1,0
797,20.0,25.0,25.0,10.0,10.0,10.0,1,0
798,20.0,25.0,25.0,10.0,10.0,10.0,1,1
799,20.0,25.0,25.0,10.0,10.0,10.0,1,1
800,20.0,25.0,25.0,10.0,10.0,10.0,1,0
801,20.0,25.0,25.0,10.0,10.0,10.0,1,0
802,20.0,25.0,25.0,10.0,10.0,10.0,1,0
803,20.0,25.0,25.0,10.0,10.0,10.0,1,0
804,20.0,25.0,25.0,10.0,10.0,10.0,1,0
805,20.0,25.0,25.0,10.0,10.0,10.0,1,0
806,20.0,25.0,25.0,10.0,10.0,10.0,1,1
807,20.0,25.0,25.0,10.0,10.0,10.0,1,0
908,20.0,25.0,15.0,15.0,53.0,20.0,1,0
909,20.0,25.0,15.0,15.0,53.0,20.0,1,0
910,20.0,25.0,15.0,15.0,53.0,20.0,1,0
911,20.0,25.0,15.0,15.0,53.0,20.0,1,0
912,20.0,25.0,15.0,15.0,53.0,20.0,1,1
913,20.0,25.0,15.0,15.0,53.0,20.0,1,0
914,20.0,25.0,15.0,15.0,53.0,20.0,1,0
915,20.0,25.0,15.0,15.0,53.0,20.0,1,0
916,20.0,25.0,15.0,15.0,53.0,20.0,1,0
917,20.0,25.0,15.0,15.0,53.0,20.0,1,0
918,20.0,15.0,20.0,20.0,5.0,10.0,1,0
919,20.0,15.0,20.0,20.0,5.0,10.0,1,0
920,20.0,15.0,20.0,20.0,5.0,10.0,1,0
921,20.0,15.0,20.0,20.0,5.0,10.0,1,0
922,20.0,15.0,20.0,20.0,5.0,10.0,1,0
923,20.0,15.0,20.0,20.0,5.0,10.0,1,0
924,20.0,15.0,20.0,20.0,5.0,10.0,1,1
925,20.0,15.0,20.0,20.0,5.0,10.0,1,1
926,20.0,15.0,20.0,20.0,5.0,10.0,1,0
927,20.0,15.0,20.0,20.0,5.0,10.0,1,0
928,21.0,17.0,22.0,20.0,8.0,13.0,1,0
929,21.0,17.0,22.0,20.0,8.0,13.0,1,0
930,21.0,17.0,22.0,20.0,8.0,13.0,1,0
931,21.0,17.0,22.0,20.0,8.0,13.0,1,0
932,21.0,17.0,22.0,20.0,8.0,13.0,1,0
933,21.0,17.0,22.0,20.0,8.0,13.0,1,0
934,21.0,17.0,22.0,20.0,8.0,13.0,1,0
935,21.0,17.0,22.0,20.0,8.0,13.0,1,0
936,21.0,17.0,22.0,20.0,8.0,13.0,1,0
937,21.0,17.0,22.0,20.0,8.0,13.0,1,0
938,50.0,10.0,30.0,10.0,0.0,0.0,1,1
939,50.0,10.0,30.0,10.0,0.0,0.0,1,0
940,50.0,10.0,30.0,10.0,0.0,0.0,1,0
941,50.0,10.0,30.0,10.0,0.0,0.0,1,0
942,50.0,10.0,30.0,10.0,0.0,0.0,1,0
943,50.0,10.0,30.0,10.0,0.0,0.0,1,0
944,50.0,10.0,30.0,10.0,0.0,0.0,1,1
945,50.0,10.0,30.0,10.0,0.0,0.0,1,0
946,50.0,10.0,30.0,10.0,0.0,0.0,1,0
947,50.0,10.0,30.0,10.0,0.0,0.0,1,0
948,25.0,10.0,20.0,20.0,15.0,10.0,1,1
949,25.0,10.0,20.0,20.0,15.0,10.0,1,0
950,25.0,10.0,20.0,20.0,15.0,10.0,1,0
951,25.0,10.0,20.0,20.0,15.0,10.0,1,0
952,25.0,10.0,20.0,20.0,15.0,10.0,1,0
953,25.0,10.0,20.0,20.0,15.0,10.0,1,0
954,25.0,10.0,20.0,20.0,15.0,10.0,1,0
955,25.0,10.0,20.0,20.0,15.0,10.0,1,0
956,25.0,10.0,20.0,20.0,15.0,10.0,1,0
957,25.0,10.0,20.0,20.0,15.0,10.0,1,0
958,60.0,15.0,0.0,15.0,0.0,10.0,1,0
959,60.0,15.0,0.0,15.0,0.0,10.0,1,1
960,60.0,15.0,0.0,15.0,0.0,10.0,1,1
961,60.0,15.0,0.0,15.0,0.0,10.0,1,0
962,60.0,15.0,0.0,15.0,0.0,10.0,1,0
963,60.0,15.0,0.0,15.0,0.0,10.0,1,1
964,60.0,15.0,0.0,15.0,0.0,10.0,1,0
965,60.0,15.0,0.0,15.0,0.0,10.0,1,0
966,60.0,15.0,0.0,15.0,0.0,10.0,1,0
