,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,gender,match
212,12.0,18.0,20.0,16.0,16.0,18.0,0,0
213,12.0,18.0,20.0,16.0,16.0,18.0,0,0
214,12.0,18.0,20.0,16.0,16.0,18.0,0,0
215,12.0,18.0,20.0,16.0,16.0,18.0,0,0
216,20.0,20.0,20.0,10.0,10.0,20.0,0,0
217,20.0,20.0,20.0,10.0,10.0,20.0,0,0
218,20.0,20.0,20.0,10.0,10.0,20.0,0,0
219,20.0,20.0,20.0,10.0,10.0,20.0,0,0
220,20.0,20.0,20.0,10.0,10.0,20.0,0,1
221,20.0,20.0,20.0,10.0,10.0,20.0,0,1
222,20.0,20.0,20.0,10.0,10.0,20.0,0,0
223,20.0,20.0,20.0,10.0,10.0,20.0,0,0
224,20.0,20.0,20.0,10.0,10.0,20.0,0,0
225,20.0,20.0,20.0,10.0,10.0,20.0,0,0
226,20.0,20.0,20.0,10.0,10.0,20.0,0,0
227,20.0,20.0,20.0,10.0,10.0,20.0,0,0
228,20.0,20.0,20.0,10.0,10.0,20.0,0,0
229,20.0,20.0,20.0,10.0,10.0,20.0,0,0
230,20.0,20.0,20.0,10.0,10.0,20.0,0,0
231,20.0,20.0,20.0,10.0,10.0,20.0,0,0
232,10.0,20.0,40.0,10.0,10.0,10.0,0,0
233,10.0,20.0,40.0,10.0,10.0,10.0,0,0
234,10.0,20.0,40.0,10.0,10.0,10.0,0,0
235,10.0,20.0,40.0,10.0,10.0,10.0,0,1
236,10.0,20.0,40.0,10.0,10.0,10.0,0,1
237,10.0,20.0,40.0,10.0,10.0,10.0,0,1
238,10.0,20.0,40.0,10.0,10.0,10.0,0,0
239,10.0,20.0,40.0,10.0,10.0,10.0,0,0
240,10.0,20.0,40.0,10.0,10.0,10.0,0,0
241,10.0,20.0,40.0,10.0,10.0,10.0,0,0
242,10.0,20.0,40.0,10.0,10.0,10.0,0,0
243,10.0,20.0,40.0,10.0,10.0,10.0,0,0
244,10.0,20.0,40.0,10.0,10.0,10.0,0,0
245,10.0,20.0,40.0,10.0,10.0,10.0,0,0
246,10.0,20.0,40.0,10.0,10.0,10.0,0,0
247,10.0,20.0,40.0,10.0,10.0,10.0,0,0
248,10.0,20.0,20.0,15.0,20.0,15.0,0,0
249,10.0,20.0,20.0,15.0,20.0,15.0,0,0
250,10.0,20.0,20.0,15.0,20.0,15.0,0,0
251,10.0,20.0,20.0,15.0,20.0,15.0,0,0
252,10.0,20.0,20.0,15.0,20.0,15.0,0,0
253,10.0,20.0,20.0,15.0,20.0,15.0,0,0
254,10.0,20.0,20.0,15.0,20.0,15.0,0,0
255,10.0,20.0,20.0,15.0,20.0,15.0,0,0
256,10.0,20.0,20.0,15.0,20.0,15.0,0,0
257,10.0,20.0,20.0,15.0,20.0,15.0,0,0
258,10.0,20.0,20.0,15.0,20.0,15.0,0,0
259,10.0,20.0,20.0,15.0,20.0,15.0,0,0
260,10.0,20.0,20.0,15.0,20.0,15.0,0,0
261,10.0,20.0,20.0,15.0,20.0,15.0,0,0
262,10.0,20.0,20.0,15.0,20.0,15.0,0,0
263,10.0,20.0,20.0,15.0,20.0,15.0,0,0
264,20.0,20.0,15.0,15.0,15.0,15.0,0,0
265,20.0,20.0,15.0,15.0,15.0,15.0,0,0
266,20.0,20.0,15.0,15.0,15.0,15.0,0,0
267,20.0,20.0,15.0,15.0,15.0,15.0,0,0
268,20.0,20.0,15.0,15.0,15.0,15.0,0,0
269,20.0,20.0,15.0,15.0,15.0,15.0,0,0
270,20.0,20.0,15.0,15.0,15.0,15.0,0,0
271,20.0,20.0,15.0,15.0,15.0,15.0,0,0
272,20.0,20.0,15.0,15.0,15.0,15.0,0,0
273,20.0,20.0,15.0,15.0,15.0,15.0,0,0
274,20.0,20.0,15.0,15.0,15.0,15.0,0,0
275,20.0,20.0,15.0,15.0,15.0,15.0,0,0
276,20.0,20.0,15.0,15.0,15.0,15.0,0,0
277,20.0,20.0,15.0,15.0,15.0,15.0,0,0
278,20.0,20.0,15.0,15.0,15.0,15.0,0,0
279,20.0,20.0,15.0,15.0,15.0,15.0,0,0
280,20.0,20.0,20.0,15.0,15.0,10.0,0,0
281,20.0,20.0,20.0,15.0,15.0,10.0,0,0
282,20.0,20.0,20.0,15.0,15.0,10.0,0,0
283,20.0,20.0,20.0,15.0,15.0,10.0,0,0
284,20.0,20.0,20.0,15.0,15.0,10.0,0,0
285,20.0,20.0,20.0,15.0,15.0,10.0,0,0
286,20.0,20.0,20.0,15.0,15.0,10.0,0,0
287,20.0,20.0,20.0,15.0,15.0,10.0,0,0
288,20.0,20.0,20.0,15.0,15.0,10.0,0,0
289,20.0,20.0,20.0,15.0,15.0,10.0,0,0
290,20.0,20.0,20.0,15.0,15.0,10.0,0,0
291,20.0,20.0,20.0,15.0,15.0,10.0,0,0
292,20.0,20.0,20.0,15.0,15.0,10.0,0,0
293,20.0,20.0,20.0,15.0,15.0,10.0,0,0
294,20.0,20.0,20.0,15.0,15.0,10.0,0,0
295,20.0,20.0,20.0,15.0,15.0,10.0,0,0
296,17.0,10.0,18.0,20.0,25.0,10.0,0,0
297,17.0,10.0,18.0,20.0,25.0,10.0,0,0
298,17.0,10.0,18.0,20.0,25.0,10.0,0,0
299,17.0,10.0,18.0,20.0,25.0,10.0,0,0
300,17.0,10.0,18.0,20.0,25.0,10.0,0,0
301,17.0,10.0,18.0,20.0,25.0,10.0,0,0
302,17.0,10.0,18.0,20.0,25.0,10.0,0,1
303,17.0,10.0,18.0,20.0,25.0,10.0,0,0
304,17.0,10.0,18.0,20.0,25.0,10.0,0,0
305,17.0,10.0,18.0,20.0,25.0,10.0,0,0
306,17.0,10.0,18.0,20.0,25.0,10.0,0,1
307,17.0,10.0,18.0,20.0,25.0,10.0,0,0
308,17.0,10.0,18.0,20.0,25.0,10.0,0,0
309,17.0,10.0,18.0,20.0,25.0,10.0,0,0
310,17.0,10.0,18.0,20.0,25.0,10.0,0,0
311,17.0,10.0,18.0,20.0,25.0,10.0,0,0
312,,,,,,,0,0
313,,,,,,,0,0
314,,,,,,,0,0
315,,,,,,,0,0
316,,,,,,,0,0
317,,,,,,,0,0
318,,,,,,,0,1
319,,,,,,,0,0
320,,,,,,,0,0
321,,,,,,,0,0
322,,,,,,,0,0
323,,,,,,,0,0
324,,,,,,,0,0
325,,,,,,,0,0
326,,,,,,,0,0
327,,,,,,,0,0
328,20.0,22.0,18.0,15.0,15.0,10.0,0,0
329,20.0,22.0,18.0,15.0,15.0,10.0,0,0
330,20.0,22.0,18.0,15.0,15.0,10.0,0,0
331,20.0,22.0,18.0,15.0,15.0,10.0,0,0
332,20.0,22.0,18.0,15.0,15.0,10.0,0,1
333,20.0,22.0,18.0,15.0,15.0,10.0,0,1
334,20.0,22.0,18.0,15.0,15.0,10.0,0,0
335,20.0,22.0,18.0,15.0,15.0,10.0,0,0
336,20.0,22.0,18.0,15.0,15.0,10.0,0,0
337,20.0,22.0,18.0,15.0,15.0,10.0,0,0
338,20.0,22.0,18.0,15.0,15.0,10.0,0,0
339,20.0,22.0,18.0,15.0,15.0,10.0,0,0
340,20.0,22.0,18.0,15.0,15.0,10.0,0,0
341,20.0,22.0,18.0,15.0,15.0,10.0,0,0
342,20.0,22.0,18.0,15.0,15.0,10.0,0,0
343,20.0,22.0,18.0,15.0,15.0,10.0,0,0
344,10.0,20.0,20.0,20.0,20.0,10.0,0,0
345,10.0,20.0,20.0,20.0,20.0,10.0,0,0
346,10.0,20.0,20.0,20.0,20.0,10.0,0,0
347,10.0,20.0,20.0,20.0,20.0,10.0,0,0
348,10.0,20.0,20.0,20.0,20.0,10.0,0,0
349,10.0,20.0,20.0,20.0,20.0,10.0,0,0
350,10.0,20.0,20.0,20.0,20.0,10.0,0,0
351,10.0,20.0,20.0,20.0,20.0,10.0,0,0
352,10.0,20.0,20.0,20.0,20.0,10.0,0,0
353,10.0,20.0,20.0,20.0,20.0,10.0,0,1
354,10.0,20.0,20.0,20.0,20.0,10.0,0,0
355,10.0,20.0,20.0,20.0,20.0,10.0,0,0
356,10.0,20.0,20.0,20.0,20.0,10.0,0,0
357,10.0,20.0,20.0,20.0,20.0,10.0,0,0
358,10.0,20.0,20.0,20.0,20.0,10.0,0,0
359,10.0,20.0,20.0,20.0,20.0,10.0,0,1
360,35.0,10.0,20.0,20.0,10.0,5.0,0,0
361,35.0,10.0,20.0,20.0,10.0,5.0,0,0
362,35.0,10.0,20.0,20.0,10.0,5.0,0,0
363,35.0,10.0,20.0,20.0,10.0,5.0,0,0
364,35.0,10.0,20.0,20.0,10.0,5.0,0,0
365,35.0,10.0,20.0,20.0,10.0,5.0,0,0
366,35.0,10.0,20.0,20.0,10.0,5.0,0,0
367,35.0,10.0,20.0,20.0,10.0,5.0,0,0
368,35.0,10.0,20.0,20.0,10.0,5.0,0,1
369,35.0,10.0,20.0,20.0,10.0,5.0,0,1
370,35.0,10.0,20.0,20.0,10.0,5.0,0,1
371,35.0,10.0,20.0,20.0,10.0,5.0,0,0
372,35.0,10.0,20.0,20.0,10.0,5.0,0,0
373,35.0,10.0,20.0,20.0,10.0,5.0,0,0
374,35.0,10.0,20.0,20.0,10.0,5.0,0,0
375,35.0,10.0,20.0,20.0,10.0,5.0,0,1
376,50.0,0.0,50.0,0.0,0.0,0.0,0,0
377,50.0,0.0,50.0,0.0,0.0,0.0,0,0
378,50.0,0.0,50.0,0.0,0.0,0.0,0,0
379,50.0,0.0,50.0,0.0,0.0,0.0,0,0
380,50.0,0.0,50.0,0.0,0.0,0.0,0,0
381,50.0,0.0,50.0,0.0,0.0,0.0,0,0
382,50.0,0.0,50.0,0.0,0.0,0.0,0,0
383,50.0,0.0,50.0,0.0,0.0,0.0,0,0
384,50.0,0.0,50.0,0.0,0.0,0.0,0,0
385,50.0,0.0,50.0,0.0,0.0,0.0,0,0
386,50.0,0.0,50.0,0.0,0.0,0.0,0,0
387,50.0,0.0,50.0,0.0,0.0,0.0,0,0
388,50.0,0.0,50.0,0.0,0.0,0.0,0,0
389,50.0,0.0,50.0,0.0,0.0,0.0,0,0
390,50.0,0.0,50.0,0.0,0.0,0.0,0,0
391,50.0,0.0,50.0,0.0,0.0,0.0,0,0
392,30.0,20.0,30.0,10.0,0.0,10.0,0,0
393,30.0,20.0,30.0,10.0,0.0,10.0,0,0
394,30.0,20.0,30.0,10.0,0.0,10.0,0,0
395,30.0,20.0,30.0,10.0,0.0,10.0,0,0
396,30.0,20.0,30.0,10.0,0.0,10.0,0,0
397,30.0,20.0,30.0,10.0,0.0,10.0,0,0
398,30.0,20.0,30.0,10.0,0.0,10.0,0,0
399,30.0,20.0,30.0,10.0,0.0,10.0,0,0
400,30.0,20.0,30.0,10.0,0.0,10.0,0,0
401,30.0,20.0,30.0,10.0,0.0,10.0,0,0
402,30.0,20.0,30.0,10.0,0.0,10.0,0,0
403,30.0,20.0,30.0,10.0,0.0,10.0,0,0
404,30.0,20.0,30.0,10.0,0.0,10.0,0,0
405,30.0,20.0,30.0,10.0,0.0,10.0,0,0
406,30.0,20.0,30.0,10.0,0.0,10.0,0,0
407,30.0,20.0,30.0,10.0,0.0,10.0,0,0
408,30.0,5.0,30.0,15.0,15.0,5.0,0,0
409,30.0,5.0,30.0,15.0,15.0,5.0,0,0
410,30.0,5.0,30.0,15.0,15.0,5.0,0,0
411,30.0,5.0,30.0,15.0,15.0,5.0,0,0
412,30.0,5.0,30.0,15.0,15.0,5.0,0,0
413,30.0,5.0,30.0,15.0,15.0,5.0,0,0
414,30.0,5.0,30.0,15.0,15.0,5.0,0,1
415,30.0,5.0,30.0,15.0,15.0,5.0,0,0
416,30.0,5.0,30.0,15.0,15.0,5.0,0,0
417,30.0,5.0,30.0,15.0,15.0,5.0,0,1
418,30.0,5.0,30.0,15.0,15.0,5.0,0,0
419,30.0,5.0,30.0,15.0,15.0,5.0,0,0
420,30.0,5.0,30.0,15.0,15.0,5.0,0,0
421,30.0,5.0,30.0,15.0,15.0,5.0,0,0
422,30.0,5.0,30.0,15.0,15.0,5.0,0,0
423,30.0,5.0,30.0,15.0,15.0,5.0,0,0
424,20.0,23.0,23.0,22.0,7.0,5.0,0,0
425,20.0,23.0,23.0,22.0,7.0,5.0,0,0
426,20.0,23.0,23.0,22.0,7.0,5.0,0,0
427,20.0,23.0,23.0,22.0,7.0,5.0,0,0
428,20.0,23.0,23.0,22.0,7.0,5.0,0,0
429,20.0,23.0,23.0,22.0,7.0,5.0,0,1
430,20.0,23.0,23.0,22.0,7.0,5.0,0,1
431,20.0,23.0,23.0,22.0,7.0,5.0,0,0
432,20.0,23.0,23.0,22.0,7.0,5.0,0,0
433,20.0,23.0,23.0,22.0,7.0,5.0,0,1
434,20.0,23.0,23.0,22.0,7.0,5.0,0,1
435,20.0,23.0,23.0,22.0,7.0,5.0,0,0
436,20.0,23.0,23.0,22.0,7.0,5.0,0,0
437,20.0,23.0,23.0,22.0,7.0,5.0,0,1
438,20.0,23.0,23.0,22.0,7.0,5.0,0,0
439,20.0,23.0,23.0,22.0,7.0,5.0,0,0
440,20.0,25.0,20.0,15.0,15.0,5.0,0,0
441,20.0,25.0,20.0,15.0,15.0,5.0,0,0
442,20.0,25.0,20.0,15.0,15.0,5.0,0,0
443,20.0,25.0,20.0,15.0,15.0,5.0,0,0
444,20.0,25.0,20.0,15.0,15.0,5.0,0,0
445,20.0,25.0,20.0,15.0,15.0,5.0,0,0
446,20.0,25.0,20.0,15.0,15.0,5.0,0,0
447,20.0,25.0,20.0,15.0,15.0,5.0,0,0
448,20.0,25.0,20.0,15.0,15.0,5.0,0,0
449,20.0,25.0,20.0,15.0,15.0,5.0,0,1
450,20.0,25.0,20.0,15.0,15.0,5.0,0,0
451,20.0,25.0,20.0,15.0,15.0,5.0,0,1
452,20.0,25.0,20.0,15.0,15.0,5.0,0,0
453,20.0,25.0,20.0,15.0,15.0,5.0,0,0
454,20.0,25.0,20.0,15.0,15.0,5.0,0,0
455,20.0,25.0,20.0,15.0,15.0,5.0,0,0
456,10.0,10.0,30.0,25.0,10.0,15.0,0,0
457,10.0,10.0,30.0,25.0,10.0,15.0,0,0
458,10.0,10.0,30.0,25.0,10.0,15.0,0,0
459,10.0,10.0,30.0,25.0,10.0,15.0,0,0
460,10.0,10.0,30.0,25.0,10.0,15.0,0,1
461,10.0,10.0,30.0,25.0,10.0,15.0,0,0
462,10.0,10.0,30.0,25.0,10.0,15.0,0,0
463,10.0,10.0,30.0,25.0,10.0,15.0,0,0
464,10.0,10.0,30.0,25.0,10.0,15.0,0,0
465,10.0,10.0,30.0,25.0,10.0,15.0,0,0
466,10.0,10.0,30.0,25.0,10.0,15.0,0,0
467,10.0,10.0,30.0,25.0,10.0,15.0,0,0
468,10.0,10.0,30.0,25.0,10.0,15.0,0,1
469,10.0,10.0,30.0,25.0,10.0,15.0,0,0
470,10.0,10.0,30.0,25.0,10.0,15.0,0,0
471,10.0,10.0,30.0,25.0,10.0,15.0,0,0
472,50.0,10.0,20.0,10.0,10.0,0.0,0,0
473,50.0,10.0,20.0,10.0,10.0,0.0,0,0
474,50.0,10.0,20.0,10.0,10.0,0.0,0,0
475,50.0,10.0,20.0,10.0,10.0,0.0,0,0
476,50.0,10.0,20.0,10.0,10.0,0.0,0,0
477,50.0,10.0,20.0,10.0,10.0,0.0,0,0
478,50.0,10.0,20.0,10.0,10.0,0.0,0,0
479,50.0,10.0,20.0,10.0,10.0,0.0,0,0
480,50.0,10.0,20.0,10.0,10.0,0.0,0,0
481,50.0,10.0,20.0,10.0,10.0,0.0,0,1
482,50.0,10.0,20.0,10.0,10.0,0.0,0,1
483,50.0,10.0,20.0,10.0,10.0,0.0,0,0
484,50.0,10.0,20.0,10.0,10.0,0.0,0,0
485,50.0,10.0,20.0,10.0,10.0,0.0,0,0
486,50.0,10.0,20.0,10.0,10.0,0.0,0,0
487,50.0,10.0,20.0,10.0,10.0,0.0,0,1
488,20.0,20.0,20.0,15.0,15.0,10.0,0,0
489,20.0,20.0,20.0,15.0,15.0,10.0,0,0
490,20.0,20.0,20.0,15.0,15.0,10.0,0,0
491,20.0,20.0,20.0,15.0,15.0,10.0,0,0
492,20.0,20.0,20.0,15.0,15.0,10.0,0,0
493,20.0,20.0,20.0,15.0,15.0,10.0,0,0
494,20.0,20.0,20.0,15.0,15.0,10.0,0,0
495,20.0,20.0,20.0,15.0,15.0,10.0,0,1
496,20.0,20.0,20.0,15.0,15.0,10.0,0,0
497,20.0,20.0,20.0,15.0,15.0,10.0,0,0
498,20.0,20.0,20.0,15.0,15.0,10.0,0,0
499,20.0,20.0,20.0,15.0,15.0,10.0,0,0
500,20.0,20.0,20.0,15.0,15.0,10.0,0,0
501,20.0,20.0,20.0,15.0,15.0,10.0,0,0
502,20.0,20.0,20.0,15.0,15.0,10.0,0,0
503,20.0,20.0,20.0,15.0,15.0,10.0,0,0
808,17.0,18.0,18.0,15.0,17.0,15.0,0,0
809,17.0,18.0,18.0,15.0,17.0,15.0,0,0
810,17.0,18.0,18.0,15.0,17.0,15.0,0,0
811,17.0,18.0,18.0,15.0,17.0,15.0,0,1
812,17.0,18.0,18.0,15.0,17.0,15.0,0,1
813,17.0,18.0,18.0,15.0,17.0,15.0,0,0
814,17.0,18.0,18.0,15.0,17.0,15.0,0,0
815,17.0,18.0,18.0,15.0,17.0,15.0,0,0
816,17.0,18.0,18.0,15.0,17.0,15.0,0,0
817,17.0,18.0,18.0,15.0,17.0,15.0,0,0
818,10.0,20.0,20.0,20.0,15.0,15.0,0,0
819,10.0,20.0,20.0,20.0,15.0,15.0,0,0
820,10.0,20.0,20.0,20.0,15.0,15.0,0,0
821,10.0,20.0,20.0,20.0,15.0,15.0,0,0
822,10.0,20.0,20.0,20.0,15.0,15.0,0,0
823,10.0,20.0,20.0,20.0,15.0,15.0,0,1
824,10.0,20.0,20.0,20.0,15.0,15.0,0,0
825,10.0,20.0,20.0,20.0,15.0,15.0,0,0
826,10.0,20.0,20.0,20.0,15.0,15.0,0,0
827,10.0,20.0,20.0,20.0,15.0,15.0,0,0
828,,,,,,,0,0
829,,,,,,,0,0
830,,,,,,,0,0
831,,,,,,,0,0
832,,,,,,,0,0
833,,,,,,,0,1
834,,,,,,,0,0
835,,,,,,,0,0
836,,,,,,,0,1
837,,,,,,,0,0
838,,,,,,,0,0
839,,,,,,,0,0
840,,,,,,,0,0
841,,,,,,,0,0
842,,,,,,,0,0
843,,,,,,,0,0
844,,,,,,,0,0
845,,,,,,,0,0
846,,,,,,,0,0
847,,,,,,,0,0
848,5.0,20.0,25.0,15.0,15.0,20.0,0,1
849,5.0,20.0,25.0,15.0,15.0,20.0,0,0
850,5.0,20.0,25.0,15.0,15.0,20.0,0,0
851,5.0,20.0,25.0,15.0,15.0,20.0,0,0
852,5.0,20.0,25.0,15.0,15.0,20.0,0,0
853,5.0,20.0,25.0,15.0,15.0,20.0,0,0
854,5.0,20.0,25.0,15.0,15.0,20.0,0,0
855,5.0,20.0,25.0,15.0,15.0,20.0,0,0
856,5.0,20.0,25.0,15.0,15.0,20.0,0,0
857,5.0,20.0,25.0,15.0,15.0,20.0,0,0
858,15.0,15.0,20.0,15.0,15.0,20.0,0,0
859,15.0,15.0,20.0,15.0,15.0,20.0,0,0
860,15.0,15.0,20.0,15.0,15.0,20.0,0,0
861,15.0,15.0,20.0,15.0,15.0,20.0,0,0
862,15.0,15.0,20.0,15.0,15.0,20.0,0,0
863,15.0,15.0,20.0,15.0,15.0,20.0,0,1
864,15.0,15.0,20.0,15.0,15.0,20.0,0,0
865,15.0,15.0,20.0,15.0,15.0,20.0,0,0
866,15.0,15.0,20.0,15.0,15.0,20.0,0,0
867,15.0,15.0,20.0,15.0,15.0,20.0,0,1
868,30.0,10.0,20.0,20.0,10.0,10.0,0,0
869,30.0,10.0,20.0,20.0,10.0,10.0,0,1
870,30.0,10.0,20.0,20.0,10.0,10.0,0,0
871,30.0,10.0,20.0,20.0,10.0,10.0,0,1
872,30.0,10.0,20.0,20.0,10.0,10.0,0,0
873,30.0,10.0,20.0,20.0,10.0,10.0,0,0
874,30.0,10.0,20.0,20.0,10.0,10.0,0,0
875,30.0,10.0,20.0,20.0,10.0,10.0,0,0
876,30.0,10.0,20.0,20.0,10.0,10.0,0,1
877,30.0,10.0,20.0,20.0,10.0,10.0,0,0
878,5.0,15.0,45.0,25.0,0.0,10.0,0,0
879,5.0,15.0,45.0,25.0,0.0,10.0,0,1
880,5.0,15.0,45.0,25.0,0.0,10.0,0,0
881,5.0,15.0,45.0,25.0,0.0,10.0,0,0
882,5.0,15.0,45.0,25.0,0.0,10.0,0,0
883,5.0,15.0,45.0,25.0,0.0,10.0,0,0
884,5.0,15.0,45.0,25.0,0.0,10.0,0,0
885,5.0,15.0,45.0,25.0,0.0,10.0,0,0
886,5.0,15.0,45.0,25.0,0.0,10.0,0,0
887,5.0,15.0,45.0,25.0,0.0,10.0,0,0
888,10.0,25.0,25.0,10.0,10.0,20.0,0,0
