,attr,sinc,intel,fun,amb,shar,gender,match
61,6.0,6.0,8.0,4.0,9.0,4.0,0,0
62,3.0,6.0,8.0,7.0,8.0,8.0,0,0
63,7.0,8.0,8.0,7.0,7.0,6.0,0,1
64,4.0,7.0,7.0,4.0,8.0,5.0,0,0
65,4.0,8.0,7.0,4.0,5.0,4.0,0,0
66,7.0,7.0,8.0,7.0,7.0,7.0,0,0
67,5.0,7.0,8.0,5.0,9.0,5.0,0,0
68,6.0,6.0,8.0,8.0,8.0,6.0,0,1
69,8.0,6.0,7.0,7.0,8.0,6.0,0,0
70,5.0,8.0,7.0,4.0,7.0,5.0,0,0
71,8.0,7.0,7.0,9.0,6.0,7.0,0,1
72,5.0,8.0,8.0,6.0,7.0,7.0,0,1
73,8.0,6.0,5.0,6.0,6.0,5.0,0,1
74,6.0,8.0,8.0,5.0,6.0,7.0,0,1
75,6.0,8.0,8.0,5.0,6.0,7.0,0,1
76,6.0,7.0,8.0,5.0,7.0,7.0,0,0
77,5.0,6.0,7.0,4.0,5.0,6.0,0,1
78,8.0,8.0,5.0,9.0,8.0,9.0,0,1
79,7.0,6.0,8.0,7.0,9.0,8.0,0,1
80,8.0,10.0,9.0,8.0,7.0,6.0,0,0
81,10.0,10.0,10.0,10.0,10.0,10.0,0,1
82,5.0,10.0,10.0,6.0,6.0,6.0,0,1
83,10.0,9.0,8.0,8.0,7.0,7.0,0,1
84,5.0,10.0,8.0,8.0,5.0,5.0,0,1
85,8.0,9.0,9.0,7.0,6.0,5.0,0,1
86,6.0,8.0,9.0,6.0,6.0,6.0,0,1
87,6.0,7.0,8.0,7.0,9.0,6.0,0,0
88,8.0,5.0,5.0,6.0,5.0,5.0,0,1
89,7.0,8.0,7.0,8.0,7.0,8.0,0,0
90,6.0,10.0,10.0,6.0,6.0,,0,0
91,1.0,1.0,1.0,1.0,1.0,,0,0
92,6.0,10.0,10.0,10.0,6.0,,0,1
93,10.0,10.0,10.0,10.0,10.0,,0,0
94,5.0,7.0,7.0,7.0,7.0,,0,0
95,5.0,10.0,6.0,4.0,6.0,,0,0
96,5.0,10.0,8.0,6.0,9.0,,0,0
97,5.0,6.0,6.0,4.0,5.0,,0,0
98,9.0,9.0,9.0,9.0,9.0,9.0,0,1
99,9.0,9.0,8.0,10.0,8.0,8.0,0,0
200,6.0,8.0,7.0,9.0,5.0,7.0,0,0
201,5.0,8.0,7.0,5.0,9.0,5.0,0,0
202,8.0,9.0,8.0,8.0,7.0,6.0,0,0
203,5.0,8.0,8.0,4.0,9.0,3.0,0,0
204,7.0,7.0,8.0,5.0,7.0,2.0,0,0
205,6.0,8.0,8.0,6.0,8.0,4.0,0,0
206,6.0,8.0,8.0,6.0,8.0,5.0,0,0
207,4.0,7.0,7.0,4.0,7.0,3.0,0,0
208,7.0,7.0,7.0,5.0,6.0,3.0,0,0
209,9.0,9.0,10.0,9.0,9.0,8.0,0,0
210,5.0,7.0,7.0,7.0,7.0,6.0,0,0
211,7.0,4.0,6.0,4.0,4.0,2.0,0,0
212,5.0,8.0,8.0,5.0,8.0,2.0,0,0
213,6.0,8.0,7.0,7.0,7.0,2.0,0,0
214,6.0,8.0,7.0,6.0,8.0,2.0,0,0
215,5.0,9.0,9.0,8.0,9.0,5.0,0,0
216,5.0,7.0,7.0,6.0,7.0,5.0,0,0
217,4.0,7.0,6.0,6.0,7.0,2.0,0,0
218,5.0,6.0,6.0,5.0,6.0,3.0,0,0
219,5.0,7.0,7.0,5.0,7.0,3.0,0,0
220,6.0,8.0,8.0,7.0,7.0,6.0,0,1
221,6.0,7.0,7.0,4.0,6.0,6.0,0,1
222,8.0,7.0,7.0,7.0,6.0,7.0,0,0
223,5.0,7.0,7.0,6.0,6.0,5.0,0,0
224,7.0,7.0,7.0,7.0,7.0,6.0,0,0
225,6.0,7.0,7.0,5.0,7.0,4.0,0,0
226,5.0,6.0,7.0,7.0,7.0,7.0,0,0
227,3.0,4.0,5.0,4.0,4.0,2.0,0,0
228,3.0,6.0,7.0,5.0,5.0,4.0,0,0
229,7.0,7.0,8.0,6.0,7.0,8.0,0,0
230,4.0,5.0,5.0,4.0,5.0,4.0,0,0
231,6.0,7.0,7.0,7.0,7.0,7.0,0,0
232,5.0,7.0,6.0,6.0,6.0,7.0,0,0
233,5.0,7.0,7.0,6.0,6.0,7.0,0,0
234,6.0,6.0,7.0,6.0,6.0,6.0,0,0
235,5.0,7.0,8.0,6.0,6.0,7.0,0,1
236,7.0,7.0,7.0,6.0,6.0,9.0,0,1
237,6.0,7.0,7.0,6.0,7.0,5.0,0,1
238,7.0,6.0,7.0,7.0,7.0,6.0,0,0
239,5.0,6.0,7.0,6.0,6.0,6.0,0,0
240,6.0,6.0,6.0,8.0,6.0,5.0,0,0
241,7.0,7.0,6.0,7.0,6.0,7.0,0,0
242,6.0,6.0,7.0,8.0,8.0,7.0,0,0
243,7.0,6.0,5.0,4.0,4.0,4.0,0,0
244,6.0,6.0,5.0,7.0,5.0,6.0,0,0
245,,,,,,,0,0
246,6.0,7.0,6.0,6.0,5.0,5.0,0,0
247,6.0,8.0,7.0,6.0,7.0,5.0,0,0
248,5.0,6.0,7.0,7.0,7.0,,0,0
249,7.0,8.0,,,8.0,,0,0
250,6.0,8.0,,7.0,,,0,0
251,7.0,8.0,8.0,8.0,,,0,0
252,5.0,8.0,8.0,,8.0,6.0,0,0
253,7.0,7.0,8.0,,8.0,,0,0
254,9.0,8.0,7.0,8.0,,8.0,0,0
255,5.0,7.0,7.0,7.0,7.0,7.0,0,0
256,7.0,7.0,7.0,8.0,7.0,,0,0
257,6.0,,,8.0,,6.0,0,0
258,6.0,8.0,,8.0,,,0,0
259,6.0,6.0,8.0,7.0,8.0,,0,0
260,4.0,,,6.0,8.0,7.0,0,0
261,8.0,,,7.0,8.0,8.0,0,0
262,6.0,8.0,,8.0,8.0,8.0,0,0
263,8.0,7.0,7.0,,,2.0,0,0
264,7.0,8.0,9.0,6.0,8.0,5.0,0,0
265,5.0,8.0,8.0,6.0,8.0,5.0,0,0
266,6.0,7.0,8.0,7.0,9.0,7.0,0,0
267,4.0,5.0,10.0,4.0,10.0,4.0,0,0
268,6.0,7.0,9.0,7.0,9.0,3.0,0,0
269,6.0,8.0,7.0,5.0,8.0,7.0,0,0
270,7.0,8.0,8.0,6.0,10.0,6.0,0,0
271,3.0,8.0,9.0,8.0,10.0,5.0,0,0
272,7.0,8.0,8.0,8.0,6.0,6.0,0,0
273,8.0,8.0,9.0,8.0,9.0,8.0,0,0
274,9.0,8.0,9.0,8.0,10.0,7.0,0,0
275,6.0,5.0,8.0,7.0,10.0,8.0,0,0
276,5.0,4.0,7.0,5.0,9.0,7.0,0,0
277,7.0,8.0,9.0,7.0,8.0,5.0,0,0
278,5.0,8.0,8.0,6.0,9.0,6.0,0,0
279,7.0,7.0,7.0,8.0,8.0,6.0,0,0
280,2.0,5.0,5.0,3.0,5.0,2.0,0,0
281,2.0,5.0,5.0,3.0,5.0,2.0,0,0
282,2.0,5.0,5.0,3.0,7.0,3.0,0,0
283,2.0,6.0,7.0,1.0,7.0,2.0,0,0
284,3.0,8.0,7.0,6.0,6.0,4.0,0,0
285,4.0,7.0,6.0,1.0,4.0,3.0,0,0
286,7.0,4.0,5.0,6.0,5.0,4.0,0,0
287,3.0,7.0,6.0,4.0,6.0,2.0,0,0
288,6.0,5.0,5.0,7.0,6.0,3.0,0,0
289,5.0,8.0,8.0,7.0,7.0,6.0,0,0
290,7.0,6.0,6.0,7.0,6.0,6.0,0,0
291,6.0,7.0,6.0,5.0,6.0,6.0,0,0
292,2.0,7.0,6.0,4.0,4.0,4.0,0,0
293,6.0,8.0,8.0,6.0,7.0,5.0,0,0
294,2.0,8.0,7.0,2.0,7.0,2.0,0,0
295,6.0,6.0,6.0,6.0,6.0,4.0,0,0
296,2.0,6.0,6.0,6.0,6.0,,0,0
297,1.0,6.0,4.0,2.0,1.0,,0,0
298,1.0,4.0,6.0,2.0,6.0,1.0,0,0
299,1.0,6.0,7.0,6.0,4.0,3.0,0,0
300,1.0,3.0,4.0,2.0,2.0,1.0,0,0
301,3.0,6.0,6.0,4.0,5.0,1.0,0,0
302,8.0,7.0,6.0,6.0,4.0,4.0,0,1
303,1.0,4.0,5.0,4.0,4.0,4.0,0,0
304,4.0,6.0,4.0,5.0,6.0,7.0,0,0
305,4.0,5.0,4.0,5.0,6.0,,0,0
306,6.0,5.0,6.0,7.0,8.0,4.0,0,1
307,1.0,2.0,6.0,1.0,6.0,2.0,0,0
308,1.0,3.0,7.0,1.0,4.0,2.0,0,0
309,6.0,4.0,8.0,3.0,8.0,2.0,0,0
310,2.0,4.0,7.0,3.0,6.0,2.0,0,0
311,5.0,6.0,6.0,4.0,3.0,4.0,0,0
312,3.0,6.0,6.0,6.0,5.0,2.0,0,0
313,2.0,6.0,5.0,4.0,5.0,2.0,0,0
314,3.0,5.0,8.0,5.0,8.0,3.0,0,0
315,4.0,6.0,5.0,4.0,4.0,3.0,0,0
316,4.0,6.0,7.0,4.0,5.0,2.0,0,0
317,4.0,6.0,5.0,3.0,3.0,3.0,0,0
318,7.0,8.0,8.0,8.0,5.0,9.0,0,1
319,4.0,6.0,6.0,5.0,4.0,3.0,0,0
320,6.0,6.0,5.0,6.0,4.0,4.0,0,0
321,3.0,5.0,7.0,5.5,5.0,4.0,0,0
322,5.0,8.0,9.0,5.0,8.0,6.0,0,0
323,5.0,4.5,6.0,4.0,5.5,6.0,0,0
324,,,,,,,0,0
325,6.0,6.0,7.0,5.0,6.0,7.0,0,0
326,4.0,5.0,6.5,5.0,5.0,6.0,0,0
327,4.0,6.0,6.0,5.0,6.0,6.0,0,0
328,4.0,9.0,4.0,4.0,5.0,,0,0
329,4.0,8.0,6.0,3.0,6.0,,0,0
330,6.0,8.0,7.0,5.0,5.0,,0,0
331,5.0,7.0,5.0,3.0,5.0,,0,0
332,8.0,6.0,7.0,3.0,7.0,2.0,0,1
333,6.0,8.0,7.0,4.0,7.0,2.0,0,1
334,8.0,6.0,6.0,5.0,,,0,0
335,5.0,6.0,6.0,7.0,6.0,,0,0
336,8.0,7.0,8.0,8.0,8.0,6.0,0,0
337,7.0,5.0,6.0,8.0,6.0,4.0,0,0
338,7.0,7.0,7.0,7.0,7.0,,0,0
339,6.0,7.0,7.0,4.0,6.0,6.0,0,0
340,6.0,8.0,8.0,5.0,7.0,5.0,0,0
341,9.0,8.0,8.0,5.0,7.0,,0,0
342,6.0,7.0,6.0,4.0,6.0,5.0,0,0
343,6.0,8.0,7.0,6.0,5.0,3.0,0,0
344,3.0,6.0,6.0,5.0,6.0,5.0,0,0
345,8.0,9.0,8.0,5.0,9.0,5.0,0,0
346,6.0,7.0,8.0,7.0,8.0,7.0,0,0
347,4.0,6.0,6.0,5.0,7.0,6.0,0,0
348,6.0,9.0,7.0,5.0,6.0,3.0,0,0
349,4.0,5.0,5.0,2.0,6.0,5.0,0,0
350,8.0,7.0,7.0,7.0,5.0,5.0,0,0
351,5.0,5.0,5.0,7.0,7.0,6.0,0,0
352,7.0,7.0,5.0,7.0,5.0,7.0,0,0
353,8.0,7.0,7.0,7.0,7.0,7.0,0,1
354,7.0,7.0,8.0,8.0,7.0,7.0,0,0
355,5.0,5.0,5.0,2.0,4.0,3.0,0,0
356,3.0,7.0,8.0,6.0,7.0,5.0,0,0
357,7.0,7.0,8.0,7.0,9.0,7.0,0,0
358,3.0,5.0,8.0,4.0,7.0,6.0,0,0
359,7.0,7.0,8.0,8.0,7.0,8.0,0,1
360,4.0,6.0,6.0,6.0,6.0,4.0,0,0
361,3.0,6.0,6.0,3.0,6.0,2.0,0,0
362,4.0,5.0,6.0,5.0,6.0,4.0,0,0
363,4.0,5.0,6.0,5.0,5.0,5.0,0,0
364,4.0,6.0,7.0,5.0,8.0,5.0,0,0
365,4.0,5.0,7.0,3.0,6.0,4.0,0,0
366,9.0,6.0,7.0,7.0,6.0,5.0,0,0
367,2.0,3.0,4.0,2.0,6.0,2.0,0,0
368,8.0,9.0,8.0,8.0,8.0,8.0,0,1
369,7.0,8.0,8.0,6.0,7.0,5.0,0,1
370,9.0,7.0,8.0,9.0,8.0,8.0,0,1
371,4.0,6.0,5.0,5.0,5.0,5.0,0,0
372,3.0,8.0,8.0,5.0,5.0,5.0,0,0
373,7.0,7.0,7.0,6.0,6.0,6.0,0,0
374,4.0,5.0,6.0,4.0,5.0,5.0,0,0
375,9.0,8.0,7.0,10.0,9.0,8.0,0,1
376,4.0,8.0,7.0,9.0,,6.0,0,0
377,7.0,8.0,9.0,,9.0,7.0,0,0
378,5.0,6.0,6.0,7.0,8.0,,0,0
379,5.0,7.0,7.0,6.0,9.0,5.0,0,0
380,5.0,7.0,9.0,5.0,4.0,6.0,0,0
381,8.0,8.0,9.0,5.0,9.0,6.0,0,0
382,8.0,9.0,8.0,,8.0,7.0,0,0
383,7.0,9.0,8.0,7.0,8.0,8.0,0,0
384,7.0,8.0,7.0,9.0,6.0,4.0,0,0
385,6.0,8.0,9.0,9.0,6.0,6.0,0,0
386,7.0,8.0,8.0,9.0,8.0,4.0,0,0
387,5.0,6.0,7.0,6.0,7.0,5.0,0,0
388,4.0,7.0,6.0,6.0,9.0,4.0,0,0
389,7.0,6.0,9.0,8.0,9.0,9.0,0,0
390,7.0,6.0,9.0,8.0,9.0,9.0,0,0
391,8.0,8.0,7.0,9.0,7.0,5.0,0,0
392,6.0,8.0,7.0,10.0,7.0,4.0,0,0
393,2.0,6.0,7.0,4.0,6.0,2.0,0,0
394,6.0,8.0,6.0,6.0,6.0,5.0,0,0
395,5.0,7.0,7.0,5.0,7.0,5.0,0,0
396,5.0,6.0,6.0,2.0,5.0,7.0,0,0
397,6.0,6.0,7.0,3.0,7.0,3.0,0,0
398,8.0,7.0,9.0,5.0,6.0,4.0,0,0
399,4.0,5.0,6.0,7.0,7.0,4.0,0,0
400,8.0,7.0,6.0,6.0,7.0,8.0,0,0
401,6.0,7.0,8.0,5.0,7.0,5.0,0,0
402,7.0,9.0,7.0,7.0,10.0,5.0,0,0
403,7.0,5.0,9.0,1.0,9.0,2.0,0,0
404,9.0,9.0,8.0,9.0,7.0,9.0,0,0
405,8.0,7.0,5.0,6.0,7.0,4.0,0,0
406,5.0,6.0,5.0,5.0,6.0,8.0,0,0
407,7.0,7.0,6.0,6.0,6.0,4.0,0,0
408,4.0,4.0,5.0,4.0,4.0,,0,0
409,3.0,4.0,7.0,4.0,4.0,,0,0
410,5.0,4.0,5.0,6.0,7.0,6.0,0,0
411,4.0,4.0,6.0,4.0,6.0,,0,0
412,4.0,6.0,5.0,4.0,5.0,3.0,0,0
413,4.0,5.0,6.0,5.0,6.0,5.0,0,0
414,9.0,8.0,9.0,7.0,8.0,,0,1
415,3.0,3.0,5.0,3.0,5.0,3.0,0,0
416,5.0,4.0,3.0,3.0,2.0,2.0,0,0
417,7.0,8.0,8.0,7.0,8.0,6.0,0,1
418,4.0,4.0,6.0,6.0,7.0,4.0,0,0
419,3.0,3.0,4.0,2.0,2.0,2.0,0,0
420,4.0,4.0,5.0,4.0,5.0,3.0,0,0
421,5.0,4.0,6.0,3.0,7.0,3.0,0,0
422,4.0,6.0,6.0,5.0,7.0,3.0,0,0
423,4.0,4.0,5.0,6.0,6.0,5.0,0,0
424,6.0,8.0,9.0,7.0,7.0,8.0,0,0
425,5.0,9.0,8.0,6.0,7.0,6.0,0,0
426,6.0,8.0,9.0,8.0,7.0,9.0,0,0
427,6.0,8.0,8.0,8.0,7.0,7.0,0,0
428,5.0,8.0,7.0,7.0,7.0,5.0,0,0
429,7.0,8.0,9.0,7.0,8.0,9.0,0,1
430,8.0,8.0,9.0,9.0,8.0,10.0,0,1
431,5.0,6.0,8.0,8.0,7.0,8.0,0,0
432,8.0,8.0,7.0,8.0,7.0,6.0,0,0
433,7.0,9.0,9.0,9.0,9.0,10.0,0,1
434,6.0,8.0,8.0,10.0,8.0,9.0,0,1
435,8.0,8.0,6.0,6.0,7.0,6.0,0,0
436,6.0,7.0,10.0,7.0,7.0,9.0,0,0
437,8.0,8.0,8.0,8.0,8.0,6.0,0,1
438,6.0,8.0,8.0,6.0,7.0,9.0,0,0
439,6.0,8.0,8.0,8.0,8.0,6.0,0,0
440,2.0,5.0,2.0,3.0,1.0,3.0,0,0
441,1.0,2.0,2.0,1.0,8.0,2.0,0,0
442,2.0,2.0,4.0,1.0,5.0,1.0,0,0
443,1.0,1.0,1.0,1.0,1.0,1.0,0,0
444,1.0,1.0,1.0,1.0,1.0,1.0,0,0
445,2.0,2.0,5.0,2.0,8.0,4.0,0,0
446,2.0,5.0,4.0,3.0,4.0,2.0,0,0
447,1.0,3.0,5.0,1.0,2.0,1.0,0,0
448,3.0,1.0,2.0,2.0,2.0,3.0,0,0
449,4.0,5.0,8.0,8.0,10.0,8.0,0,1
450,5.0,4.0,8.0,5.0,8.0,3.0,0,0
451,5.0,2.0,6.0,2.0,5.0,4.0,0,1
452,1.0,5.0,5.0,2.0,5.0,2.0,0,0
453,9.0,8.0,8.0,5.0,6.0,7.0,0,0
454,3.0,4.0,6.0,4.0,5.0,2.0,0,0
455,5.0,6.0,8.0,6.0,8.0,4.0,0,0
456,2.0,4.0,5.0,4.0,4.0,3.0,0,0
457,2.0,5.0,6.0,3.0,4.0,3.0,0,0
458,4.0,4.0,6.0,7.0,5.0,4.0,0,0
459,4.0,7.0,8.0,2.0,6.0,2.0,0,0
460,7.0,6.0,8.0,6.0,9.0,6.0,0,1
461,6.0,4.0,7.0,4.0,5.0,2.0,0,0
462,8.0,5.0,9.0,7.0,6.0,5.0,0,0
463,3.0,5.0,7.0,6.0,6.0,6.0,0,0
464,8.0,5.0,6.0,9.0,4.0,6.0,0,0
465,6.0,5.0,5.0,4.0,4.0,4.0,0,0
466,6.0,3.0,6.0,8.0,4.0,4.0,0,0
467,7.0,4.0,7.0,7.0,6.0,8.0,0,0
468,2.0,6.0,6.0,6.0,4.0,5.0,0,1
469,7.0,7.0,7.0,4.0,7.0,4.0,0,0
470,4.0,3.0,4.0,2.0,3.0,3.0,0,0
471,5.0,7.0,6.0,7.0,4.0,5.0,0,0
472,2.0,8.0,10.0,3.0,10.0,3.0,0,0
473,1.0,1.0,10.0,1.0,10.0,1.0,0,0
474,8.0,8.0,10.0,7.0,7.0,7.0,0,0
475,3.0,7.0,10.0,4.0,8.0,2.0,0,0
476,5.0,10.0,7.0,4.0,5.0,7.0,0,0
477,6.0,6.0,8.0,3.0,8.0,3.0,0,0
478,10.0,6.0,6.0,9.0,5.0,3.0,0,0
479,7.0,9.0,7.0,7.0,4.0,3.0,0,0
480,8.0,6.0,5.0,8.0,5.0,3.0,0,0
481,9.0,9.0,9.0,8.0,5.0,3.0,0,1
482,8.0,8.0,8.0,9.0,9.0,7.0,0,1
483,8.0,7.0,9.0,8.0,8.0,3.0,0,0
484,2.0,9.0,9.0,3.0,8.0,3.0,0,0
485,3.0,9.0,9.0,3.0,9.0,5.0,0,0
486,3.0,9.0,9.0,5.0,9.0,5.0,0,0
487,8.0,8.0,8.0,8.0,9.0,8.0,0,1
488,6.0,7.0,9.0,9.0,9.0,8.0,0,0
489,3.0,10.0,9.0,6.0,8.0,,0,0
490,5.0,5.0,9.0,7.0,9.0,,0,0
491,7.0,9.0,8.0,7.0,6.0,5.0,0,0
492,4.0,7.0,7.0,4.0,5.0,1.0,0,0
493,4.0,5.0,7.0,1.0,5.0,1.0,0,0
494,8.0,6.0,9.0,9.0,6.0,,0,0
495,5.0,5.0,8.0,8.0,5.0,7.0,0,1
496,8.0,5.0,6.0,7.0,5.0,5.0,0,0
497,5.0,7.0,7.0,7.0,9.0,,0,0
498,5.0,6.0,8.0,10.0,8.0,,0,0
499,3.0,1.0,8.0,1.0,9.0,,0,0
500,3.0,9.0,9.0,6.0,9.0,,0,0
501,8.0,7.0,9.0,5.0,5.0,,0,0
502,4.0,8.0,8.0,5.0,6.0,,0,0
503,6.0,7.0,8.0,10.0,7.0,,0,0
808,2.0,6.0,2.0,3.0,2.0,3.0,0,0
809,3.0,9.0,9.0,7.0,9.0,7.0,0,0
810,3.0,7.0,5.0,3.0,5.0,2.0,0,0
811,5.0,10.0,8.0,5.0,8.0,6.0,0,1
812,4.0,7.0,9.0,9.0,10.0,7.0,0,1
813,3.0,10.0,8.0,6.0,7.0,7.0,0,0
814,3.0,10.0,5.0,3.0,5.0,4.0,0,0
815,4.0,10.0,9.0,8.0,9.0,7.0,0,0
816,3.0,10.0,7.0,3.0,5.0,2.0,0,0
817,3.0,10.0,9.0,2.0,9.0,3.0,0,0
818,8.0,7.0,7.0,7.0,7.0,7.0,0,0
819,8.0,8.0,8.0,7.0,8.0,1.0,0,0
820,7.0,6.0,9.0,7.0,7.0,7.0,0,0
821,9.0,8.0,7.0,8.0,9.0,9.0,0,0
822,8.0,10.0,10.0,10.0,10.0,10.0,0,0
823,10.0,9.0,9.0,8.0,8.0,7.0,0,1
824,10.0,10.0,10.0,10.0,9.0,9.0,0,0
825,10.0,10.0,10.0,10.0,10.0,9.0,0,0
826,8.0,9.0,10.0,10.0,9.0,10.0,0,0
827,8.0,8.0,10.0,10.0,9.0,7.0,0,0
828,4.0,9.0,9.0,8.0,8.0,5.0,0,0
829,7.0,7.0,8.0,5.0,,4.0,0,0
830,6.0,7.0,9.0,8.0,7.0,5.0,0,0
831,8.0,8.0,9.0,9.0,7.0,8.0,0,0
832,5.0,9.0,9.0,9.0,9.0,5.0,0,0
833,6.0,8.0,9.0,5.0,9.0,7.0,0,1
834,5.0,9.0,9.0,6.0,5.0,4.0,0,0
835,4.0,8.0,8.0,7.0,8.0,4.0,0,0
836,6.0,5.0,9.0,4.0,8.0,5.0,0,1
837,5.0,5.0,9.0,5.0,5.0,4.0,0,0
838,,,,,,,0,0
839,,,,,,,0,0
840,3.0,4.0,9.0,2.0,9.0,6.0,0,0
841,6.0,4.0,6.0,6.0,6.0,4.0,0,0
842,,,,,,,0,0
843,,,,,,,0,0
844,6.0,6.0,0.0,0.0,2.0,2.0,0,0
845,,,,,,,0,0
846,0.0,2.0,3.0,0.0,5.0,0.0,0,0
847,,,,,,,0,0
848,9.0,10.0,10.0,5.0,,,0,1
849,7.0,10.0,10.0,3.0,,3.0,0,0
850,5.0,1.0,9.0,1.0,1.0,1.0,0,0
851,9.0,9.0,10.0,9.0,,4.0,0,0
852,6.0,10.0,10.0,8.0,8.0,8.0,0,0
853,2.0,10.0,10.0,1.0,7.0,2.0,0,0
854,10.0,4.0,8.0,1.0,1.0,3.0,0,0
855,7.0,10.0,10.0,9.0,,4.0,0,0
856,9.0,10.0,10.0,9.0,10.0,8.0,0,0
857,2.0,10.0,10.0,5.0,,5.0,0,0
858,5.0,8.0,7.0,8.0,8.0,3.0,0,0
859,6.0,8.0,7.0,8.0,7.0,3.0,0,0
860,7.0,7.0,8.0,7.0,8.0,6.0,0,0
861,8.0,8.0,8.0,8.0,8.0,5.0,0,0
862,6.0,5.0,6.0,8.0,8.0,4.0,0,0
863,6.0,9.0,8.0,8.0,8.0,5.0,0,1
864,7.0,7.0,8.0,8.0,8.0,5.0,0,0
865,6.0,5.0,7.0,8.0,9.0,4.0,0,0
866,5.0,8.0,8.0,8.0,7.0,4.0,0,0
867,6.0,8.0,8.0,8.0,8.0,5.0,0,1
868,6.0,7.0,7.0,7.0,8.0,6.0,0,0
869,8.0,9.0,9.0,9.0,8.0,8.0,0,1
870,6.0,7.0,7.0,5.0,6.0,6.0,0,0
871,8.0,8.0,8.0,8.0,8.0,8.0,0,1
872,7.0,7.0,8.0,7.0,8.0,7.0,0,0
873,7.0,8.0,8.0,7.0,8.0,8.0,0,0
874,7.0,7.0,6.0,6.0,7.0,7.0,0,0
875,7.0,8.0,8.0,7.0,9.0,7.0,0,0
876,6.0,8.0,8.0,7.0,7.0,8.0,0,1
877,7.0,7.0,8.0,6.0,8.0,6.0,0,0
878,2.0,7.0,7.0,5.0,4.0,2.0,0,0
879,7.0,7.0,7.0,5.0,5.0,5.0,0,1
880,7.0,7.0,8.0,5.0,5.0,5.0,0,0
