,attr,sinc,intel,fun,amb,shar,gender,match
179,6.0,6.0,6.0,6.0,6.0,5.0,1,0
180,7.0,7.0,8.0,8.0,8.0,9.0,1,1
181,8.0,6.0,9.0,9.0,8.0,7.0,1,1
182,7.0,7.0,6.0,8.0,7.0,7.0,1,0
183,7.0,7.0,7.0,10.0,9.0,10.0,1,1
184,5.0,9.0,9.0,9.0,9.0,6.0,1,1
185,6.0,7.0,7.0,6.0,6.0,6.0,1,1
186,9.0,7.0,9.0,9.0,9.0,10.0,1,1
187,8.0,7.0,8.0,10.0,8.0,10.0,1,1
188,6.0,6.0,6.0,7.0,6.0,6.0,1,1
189,7.0,7.0,7.0,7.0,6.0,6.0,1,1
190,6.0,6.0,6.0,6.0,6.0,6.0,1,0
191,6.0,5.0,7.0,7.0,9.0,7.0,1,0
192,5.0,6.0,8.0,5.0,8.0,6.0,1,0
193,7.0,8.0,8.0,7.0,8.0,7.0,1,0
194,3.0,10.0,7.0,7.0,10.0,5.0,1,0
195,7.0,10.0,10.0,6.0,10.0,7.0,1,0
196,7.0,6.0,8.0,6.0,8.0,7.0,1,0
197,8.0,10.0,9.0,9.0,8.0,8.0,1,1
198,5.0,6.0,6.0,6.0,6.0,6.0,1,0
199,6.0,6.0,6.0,6.0,6.0,6.0,1,0
504,3.0,10.0,10.0,6.0,4.0,7.0,1,0
505,4.0,10.0,8.0,8.0,6.0,4.0,1,0
506,5.0,4.0,3.0,7.0,4.0,3.0,1,0
507,5.0,10.0,9.0,9.0,8.0,5.0,1,0
508,8.0,10.0,9.0,9.0,8.0,4.0,1,0
509,8.0,9.0,9.0,8.0,7.0,4.0,1,0
510,9.0,8.0,6.0,8.0,7.0,5.0,1,0
511,8.0,8.0,7.0,8.0,7.0,3.0,1,0
512,5.0,6.0,3.0,4.0,3.0,3.0,1,0
513,6.0,6.0,8.0,7.0,8.0,4.0,1,0
514,7.0,5.0,4.0,4.0,8.0,3.0,1,0
515,8.0,10.0,10.0,7.0,8.0,4.0,1,0
516,6.0,10.0,10.0,8.0,5.0,3.0,1,0
517,8.0,7.0,6.0,8.0,6.0,4.0,1,0
518,5.0,6.0,6.0,5.0,7.0,3.0,1,0
519,5.0,8.0,9.0,7.0,8.0,4.0,1,0
520,4.0,6.0,8.0,7.0,6.0,3.0,1,0
521,8.0,9.0,10.0,9.0,10.0,7.0,1,0
522,3.0,10.0,9.0,10.0,4.0,4.0,1,0
523,5.0,5.0,5.0,5.0,5.0,,1,0
524,5.0,5.0,5.0,5.0,5.0,,1,0
525,8.0,8.0,8.0,8.0,8.0,,1,0
526,5.0,5.0,5.0,5.0,5.0,,1,0
527,5.0,5.0,5.0,5.0,5.0,,1,0
528,5.0,5.0,5.0,5.0,5.0,,1,0
529,8.0,8.0,8.0,8.0,8.0,,1,0
530,8.0,8.0,8.0,8.0,8.0,8.0,1,0
531,8.0,8.0,8.0,8.0,8.0,,1,0
532,10.0,10.0,10.0,10.0,10.0,,1,0
533,8.0,8.0,8.0,8.0,8.0,,1,0
534,10.0,10.0,10.0,10.0,10.0,,1,0
535,10.0,10.0,10.0,10.0,10.0,,1,0
536,10.0,10.0,10.0,10.0,10.0,,1,0
537,10.0,5.0,10.0,5.0,5.0,,1,0
538,5.0,5.0,5.0,5.0,5.0,,1,0
539,5.0,5.0,5.0,5.0,5.0,,1,0
540,5.0,5.0,5.0,5.0,5.0,,1,0
541,5.0,5.0,5.0,10.0,5.0,,1,0
542,3.0,10.0,9.0,5.0,9.0,2.0,1,0
543,3.0,6.0,8.0,5.0,5.0,1.0,1,0
544,6.0,10.0,9.0,8.0,9.0,,1,0
545,7.0,6.0,7.0,9.0,8.0,2.0,1,0
546,8.0,9.0,7.0,7.0,5.0,,1,0
547,7.0,8.0,8.0,9.0,8.0,,1,0
548,8.0,9.0,8.0,9.0,8.0,,1,0
549,7.0,10.0,9.0,8.0,9.0,,1,0
550,3.0,8.0,7.0,5.0,8.0,,1,0
551,4.0,7.0,7.0,6.0,6.0,,1,0
552,8.0,7.0,8.0,2.0,9.0,,1,0
553,5.0,9.0,10.0,8.0,10.0,4.0,1,0
554,6.0,10.0,10.0,8.0,10.0,6.0,1,0
555,6.0,9.0,7.0,6.0,6.0,3.0,1,0
556,3.0,8.0,7.0,7.0,10.0,4.0,1,0
557,4.0,7.0,7.0,5.0,6.0,,1,0
558,4.0,8.0,9.0,6.0,4.0,,1,0
559,6.0,10.0,9.0,8.0,10.0,,1,0
560,4.0,9.0,8.0,6.0,6.0,5.0,1,0
561,4.0,5.0,6.0,4.0,6.0,2.0,1,0
562,4.0,5.0,5.0,3.0,5.0,1.0,1,0
563,4.0,6.0,5.0,4.0,3.0,2.0,1,1
564,5.0,5.0,6.0,4.0,7.0,2.0,1,0
565,8.0,5.0,6.0,6.0,5.0,1.0,1,0
566,6.0,5.0,7.0,5.0,5.0,2.0,1,0
567,7.0,6.0,5.0,7.0,3.0,5.0,1,0
568,5.0,6.0,6.0,4.0,7.0,6.0,1,0
569,4.0,4.0,5.0,4.0,6.0,5.0,1,0
570,3.0,4.0,7.0,3.0,7.0,1.0,1,0
571,6.0,6.0,6.0,6.0,5.0,3.0,1,0
572,5.0,6.0,7.0,4.0,4.0,3.0,1,0
573,4.0,4.0,7.0,3.0,6.0,4.0,1,0
574,6.0,5.0,5.0,6.0,7.0,2.0,1,0
575,7.0,4.0,7.0,3.0,7.0,5.0,1,0
576,6.0,5.0,5.0,4.0,5.0,4.0,1,0
577,4.0,6.0,7.0,3.0,6.0,4.0,1,0
578,4.0,6.0,7.0,6.0,7.0,2.0,1,0
579,3.0,7.0,7.0,7.0,5.0,3.0,1,0
580,6.0,7.0,8.0,6.0,7.0,7.0,1,0
581,6.0,7.0,6.0,6.0,8.0,5.0,1,1
582,8.0,8.0,8.0,10.0,7.0,8.0,1,1
583,5.0,7.0,8.0,7.0,8.0,8.0,1,0
584,7.0,6.0,6.0,7.0,5.0,4.0,1,0
585,8.0,7.0,7.0,8.0,7.0,7.0,1,0
586,9.0,7.0,7.0,7.0,6.0,5.0,1,0
587,5.0,5.0,5.0,5.0,6.0,5.0,1,0
588,7.0,6.0,7.0,6.0,7.0,5.0,1,1
589,7.0,7.0,7.0,7.0,6.0,7.0,1,0
590,9.0,7.0,7.0,6.0,7.0,7.0,1,0
591,7.0,6.0,6.0,7.0,7.0,8.0,1,0
592,6.0,7.0,7.0,6.0,6.0,8.0,1,0
593,8.0,7.0,8.0,7.0,6.0,6.0,1,0
594,8.0,7.0,8.0,,8.0,6.0,1,0
595,7.0,7.0,7.0,5.0,6.0,7.0,1,0
596,5.0,5.0,6.0,5.0,7.0,5.0,1,1
597,7.0,6.0,6.0,7.0,6.0,5.0,1,0
598,8.0,5.0,5.0,5.0,5.0,4.0,1,0
599,7.0,8.0,8.0,7.0,9.0,6.0,1,0
600,7.0,7.0,7.0,5.0,6.0,5.0,1,1
601,7.0,8.0,7.0,6.0,6.0,6.0,1,1
602,6.0,6.0,6.0,6.0,5.0,5.0,1,0
603,7.0,6.0,6.0,7.0,6.0,6.0,1,0
604,7.0,6.0,8.0,7.0,6.0,7.0,1,0
605,8.0,8.0,7.0,8.0,6.0,7.0,1,0
606,7.0,7.0,7.0,6.0,6.0,6.0,1,0
607,8.0,8.0,6.0,7.0,6.0,6.0,1,1
608,6.0,6.0,6.0,6.0,6.0,5.0,1,0
609,9.0,8.0,8.0,7.0,8.0,6.0,1,0
610,9.0,8.0,8.0,8.0,8.0,7.0,1,0
611,6.0,5.0,7.0,5.0,7.0,5.0,1,0
612,7.0,7.0,7.0,7.0,7.0,7.0,1,0
613,8.0,6.0,7.0,6.0,7.0,7.0,1,1
614,7.0,7.0,8.0,7.0,7.0,7.0,1,0
615,6.0,7.0,6.0,6.0,5.0,6.0,1,0
616,6.0,6.0,7.0,9.0,7.0,7.0,1,0
617,5.0,7.0,5.0,5.0,6.0,5.0,1,0
618,6.0,7.0,10.0,8.0,9.0,8.0,1,0
619,5.0,8.0,5.0,5.0,6.0,5.0,1,0
620,6.0,8.0,9.0,8.0,8.0,9.0,1,0
621,7.0,8.0,8.0,8.0,7.0,9.0,1,0
622,10.0,8.0,7.0,8.0,7.0,8.0,1,0
623,10.0,9.0,9.0,10.0,7.0,8.0,1,0
624,9.0,8.0,8.0,8.0,7.0,9.0,1,1
625,7.0,7.0,7.0,7.0,7.0,9.0,1,1
626,6.0,7.0,6.0,8.0,7.0,7.0,1,0
627,6.0,8.0,8.0,9.0,8.0,6.0,1,0
628,9.0,6.0,7.0,6.0,7.0,8.0,1,0
629,8.0,9.0,8.0,7.0,10.0,7.0,1,0
630,6.0,8.0,7.0,8.0,8.0,8.0,1,0
631,7.0,7.0,7.0,9.0,8.0,7.0,1,1
632,8.0,8.0,8.0,6.0,9.0,8.0,1,1
633,6.0,7.0,8.0,6.0,9.0,7.0,1,0
634,6.0,8.0,9.0,8.0,9.0,7.0,1,0
635,8.0,8.0,8.0,10.0,8.0,7.0,1,0
636,6.0,8.0,7.0,9.0,7.0,6.0,1,0
637,9.0,5.0,6.0,5.0,5.0,7.0,1,0
638,,5.0,6.0,5.0,6.0,3.0,1,0
639,5.0,6.0,6.0,4.0,7.0,4.0,1,0
640,6.0,6.0,6.0,5.0,6.0,4.0,1,0
641,6.0,7.0,5.0,5.0,5.0,2.0,1,0
642,5.0,6.0,6.0,6.0,6.0,6.0,1,0
643,7.0,5.0,6.0,6.0,4.0,5.0,1,0
644,5.0,6.0,7.0,5.0,7.0,5.0,1,0
645,5.0,6.0,5.0,6.0,7.0,2.0,1,0
646,9.0,5.0,6.0,3.0,6.0,3.0,1,0
647,7.0,6.0,6.0,5.0,7.0,5.0,1,0
648,5.0,7.0,7.0,6.0,5.0,5.0,1,0
649,5.0,6.0,7.0,6.0,6.0,3.0,1,0
650,5.0,6.0,7.0,7.0,7.0,6.0,1,0
651,7.0,5.0,6.0,5.0,6.0,4.0,1,0
652,6.0,6.0,6.0,5.0,8.0,4.0,1,0
653,,3.0,8.0,4.0,6.0,3.0,1,0
654,6.0,7.0,7.0,6.0,6.0,6.0,1,0
655,3.0,7.0,6.0,5.0,5.0,6.0,1,1
656,3.0,8.0,5.0,5.0,8.0,3.0,1,0
657,4.0,6.0,6.0,5.0,,3.0,1,0
658,4.0,6.0,6.0,4.0,3.0,3.0,1,0
659,6.0,8.0,8.0,5.0,,3.0,1,0
660,9.0,8.0,7.0,8.0,,5.0,1,0
661,9.0,8.0,7.0,9.0,,8.0,1,0
662,8.0,8.0,5.0,6.0,,7.0,1,0
663,7.0,8.0,5.0,6.0,3.0,3.0,1,0
664,6.0,8.0,9.0,5.0,9.0,3.0,1,0
665,5.0,6.0,5.0,4.0,,3.0,1,0
666,7.0,7.0,7.0,8.0,,,1,1
667,5.0,6.0,8.0,5.0,8.0,3.0,1,0
668,5.0,8.0,8.0,5.0,,3.0,1,0
669,7.0,7.0,7.0,5.0,5.0,3.0,1,0
670,7.0,7.0,8.0,5.0,5.0,4.0,1,0
671,6.0,8.0,7.0,7.0,9.0,4.0,1,0
672,3.0,6.0,6.0,5.0,4.0,4.0,1,0
673,7.0,7.0,7.0,8.0,,6.0,1,0
674,3.0,5.0,5.0,6.0,5.0,3.0,1,0
675,6.0,7.0,8.0,4.0,6.0,4.0,1,0
676,7.0,8.0,7.0,7.0,7.0,,1,0
677,7.0,8.0,8.0,6.0,7.0,3.0,1,0
678,7.0,7.0,6.0,5.0,6.0,7.0,1,0
679,9.0,8.0,7.0,8.0,6.0,5.0,1,0
680,9.0,8.0,7.0,7.0,7.0,8.0,1,0
681,8.0,8.0,7.0,7.0,7.0,0.0,1,0
682,7.0,8.0,8.0,7.0,6.0,,1,0
683,7.0,8.0,8.0,7.0,6.0,5.0,1,0
684,7.0,7.0,7.0,7.0,7.0,,1,1
685,9.0,7.0,8.0,8.0,9.0,,1,1
686,7.0,7.0,8.0,7.0,7.0,6.0,1,0
687,7.0,7.0,8.0,8.0,8.0,7.0,1,0
688,8.0,8.0,7.0,6.0,7.0,6.0,1,1
689,8.0,8.0,10.0,5.0,6.0,5.0,1,1
690,8.0,8.0,7.0,7.0,10.0,5.0,1,1
691,6.0,8.0,8.0,6.0,8.0,3.0,1,0
692,8.0,7.0,7.0,8.0,8.0,4.0,1,1
693,7.0,8.0,7.0,8.0,4.0,5.0,1,0
694,5.0,8.0,8.0,,,,1,0
695,6.0,8.0,7.0,6.0,,,1,0
696,5.0,,7.0,6.0,,,1,0
697,7.0,,,9.0,,,1,0
698,7.0,,,,,,1,0
699,8.0,,,,,,1,0
700,8.0,,,7.0,,6.0,1,1
701,6.0,8.0,8.0,7.0,8.0,5.0,1,0
702,6.0,,,,,,1,0
703,6.0,,,,,,1,0
704,8.0,8.0,8.0,8.0,8.0,,1,1
705,,,,,,,1,0
706,6.0,8.0,8.0,8.0,8.0,5.0,1,0
707,7.0,7.0,,,9.0,,1,0
708,7.0,,,,,,1,1
709,7.0,,,,,,1,0
710,5.0,,,,,,1,0
711,,,,,,,1,1
712,,,,,,,1,0
713,2.0,8.0,8.0,3.0,2.0,2.0,1,0
714,2.0,2.0,3.0,2.0,2.0,1.0,1,0
715,4.0,6.0,4.0,1.0,1.0,1.0,1,0
716,7.0,5.0,7.0,6.0,6.0,6.0,1,0
717,6.0,4.0,7.0,6.0,2.0,2.0,1,0
718,7.0,3.0,5.0,5.0,3.0,2.0,1,0
719,8.0,4.0,4.0,7.0,5.0,3.0,1,0
720,6.0,7.0,7.0,3.0,2.0,1.0,1,0
721,5.0,8.0,5.0,3.0,3.0,3.0,1,0
722,3.0,5.0,6.0,2.0,6.0,4.0,1,0
723,7.0,7.0,7.0,4.0,5.0,5.0,1,0
724,8.0,7.0,7.0,9.0,5.0,4.0,1,0
725,6.0,9.0,8.0,6.0,5.0,4.0,1,0
726,6.0,6.0,8.0,2.0,8.0,1.0,1,0
727,8.0,4.0,8.0,1.0,7.0,1.0,1,0
728,5.0,6.0,8.0,5.0,5.0,2.0,1,1
729,2.0,9.0,9.0,3.0,7.0,7.0,1,0
730,6.0,8.0,8.0,6.0,7.0,7.0,1,0
731,1.0,8.0,8.0,8.0,8.0,9.0,1,0
732,6.0,6.0,8.0,6.0,7.0,6.0,1,0
733,4.0,6.0,7.0,6.0,5.0,5.0,1,0
734,7.0,7.0,6.0,6.0,6.0,5.0,1,0
735,7.0,7.0,9.0,5.0,6.0,2.0,1,0
736,8.0,7.0,7.0,7.0,6.0,6.0,1,0
737,8.0,7.0,7.0,7.0,6.0,6.0,1,0
738,8.0,7.0,7.0,6.0,6.0,7.0,1,0
739,5.0,6.0,7.0,5.0,6.0,5.0,1,0
740,5.0,7.0,6.0,7.0,5.0,5.0,1,0
741,6.0,7.0,7.0,6.0,6.0,4.0,1,0
742,8.0,8.0,8.0,6.0,7.0,5.0,1,0
743,6.0,7.0,7.0,7.0,6.0,5.0,1,0
744,5.0,7.0,6.0,6.0,6.0,6.0,1,0
745,6.0,6.0,6.0,5.0,5.0,5.0,1,0
746,7.0,7.0,8.0,6.0,6.0,5.0,1,0
747,6.0,6.0,6.0,7.0,5.0,5.0,1,0
748,5.0,7.0,6.0,7.0,6.0,5.0,1,1
749,7.0,7.0,7.0,7.0,7.0,5.0,1,0
750,4.0,6.0,6.0,6.0,7.0,5.0,1,0
751,6.0,8.0,8.0,7.0,7.0,6.0,1,0
752,6.0,8.0,8.0,7.0,8.0,6.0,1,0
753,7.0,8.0,8.0,7.0,8.0,6.0,1,0
754,8.0,8.0,8.0,8.0,7.0,7.0,1,0
755,9.0,8.0,8.0,8.0,8.0,7.0,1,0
756,9.0,9.0,9.0,9.0,8.0,8.0,1,0
757,8.0,8.0,8.0,8.0,8.0,7.0,1,0
758,7.0,8.0,8.0,7.0,8.0,7.0,1,0
759,6.0,8.0,8.0,7.0,7.0,6.0,1,0
760,6.0,8.0,8.0,7.0,8.0,6.0,1,0
761,8.0,8.0,9.0,8.0,9.0,7.0,1,0
762,8.0,9.0,9.0,8.0,9.0,7.0,1,0
763,7.0,9.0,9.0,7.0,9.0,7.0,1,0
764,8.0,8.0,8.0,8.0,8.0,7.0,1,0
765,8.0,7.0,8.0,8.0,8.0,6.0,1,1
766,7.0,8.0,8.0,7.0,8.0,6.0,1,0
767,7.0,8.0,8.0,7.0,8.0,7.0,1,0
768,6.0,9.0,9.0,8.0,9.0,6.0,1,0
769,5.0,8.0,8.0,7.0,9.0,6.0,1,0
770,5.0,7.0,7.0,7.0,7.0,5.0,1,0
771,4.0,7.0,7.0,6.0,6.0,5.0,1,0
772,6.0,7.0,7.0,7.0,9.0,7.0,1,0
773,8.0,7.0,8.0,7.0,7.0,8.0,1,0
774,8.0,9.0,9.0,9.0,7.0,5.0,1,0
775,8.0,8.0,7.0,8.0,7.0,6.0,1,0
776,9.0,9.0,8.0,9.0,8.0,7.0,1,0
777,7.0,8.0,7.0,7.0,7.0,7.0,1,0
778,5.0,8.0,7.0,7.0,7.0,5.0,1,0
779,6.0,8.0,8.0,7.0,8.0,6.0,1,0
780,8.0,8.0,8.0,8.0,7.0,7.0,1,0
781,7.0,8.0,8.0,7.0,8.0,6.0,1,0
782,5.0,8.0,8.0,7.0,7.0,7.0,1,0
783,8.0,8.0,7.0,8.0,7.0,7.0,1,0
784,8.0,8.0,9.0,7.0,8.0,7.0,1,0
785,9.0,8.0,7.0,6.0,7.0,6.0,1,0
786,6.0,8.0,7.0,6.0,8.0,6.0,1,0
787,6.0,8.0,9.0,7.0,8.0,6.0,1,0
788,3.0,8.0,7.0,8.0,7.0,5.0,1,0
789,5.0,8.0,10.0,7.0,9.0,5.0,1,0
790,5.0,8.0,9.0,7.0,10.0,8.0,1,0
791,6.0,9.0,10.0,8.0,10.0,7.0,1,0
792,8.0,9.0,9.0,8.0,8.0,6.0,1,0
793,8.0,9.0,8.0,10.0,9.0,8.0,1,0
794,8.0,9.0,8.0,9.0,9.0,8.0,1,0
795,9.0,8.0,9.0,10.0,9.0,8.0,1,0
796,9.0,9.0,10.0,9.0,9.0,9.0,1,0
797,6.0,8.0,8.0,8.0,9.0,6.0,1,0
798,7.0,9.0,10.0,10.0,10.0,10.0,1,1
799,8.0,10.0,10.0,10.0,10.0,8.0,1,1
800,6.0,8.0,10.0,8.0,7.0,7.0,1,0
801,6.0,9.0,9.0,8.0,8.0,7.0,1,0
802,8.0,9.0,10.0,9.0,10.0,9.0,1,0
803,8.0,8.0,8.0,9.0,9.0,8.0,1,0
804,6.0,9.0,9.0,8.0,9.0,7.0,1,0
805,6.0,9.0,9.0,7.0,7.0,,1,0
806,8.0,10.0,10.0,10.0,10.0,10.0,1,1
807,5.0,9.0,10.0,9.0,10.0,9.0,1,0
908,7.0,6.0,6.0,7.0,9.0,5.0,1,0
909,4.0,7.0,7.0,6.0,6.0,5.0,1,0
910,5.0,8.0,8.0,,9.0,8.0,1,0
911,4.0,,,,,,1,0
912,5.0,8.0,7.0,8.0,8.0,6.0,1,1
913,3.0,6.0,,5.0,6.0,5.0,1,0
914,9.0,8.0,8.0,8.0,7.0,5.0,1,0
915,2.0,6.0,7.0,5.0,6.0,4.0,1,0
916,4.0,6.0,6.0,5.0,4.0,4.0,1,0
917,8.0,8.0,8.0,8.0,6.0,8.0,1,0
918,8.0,8.0,7.0,7.0,7.0,5.0,1,0
919,5.0,10.0,7.0,5.0,4.0,1.0,1,0
920,,,,,,,1,0
921,,,,,,,1,0
922,6.0,6.0,5.0,10.0,7.0,6.0,1,0
923,0.0,6.0,5.0,4.0,3.0,2.0,1,0
924,10.0,10.0,10.0,10.0,10.0,10.0,1,1
925,5.0,5.0,5.0,5.0,5.0,5.0,1,1
926,6.0,6.0,8.0,6.0,7.0,6.0,1,0
927,7.0,6.0,7.0,8.0,7.0,7.0,1,0
928,6.0,4.0,5.0,6.0,4.0,3.0,1,0
929,5.0,6.0,6.0,5.0,5.0,4.0,1,0
930,6.0,7.0,5.0,6.0,5.0,6.0,1,0
931,5.0,7.0,6.0,4.0,4.0,6.0,1,0
932,3.0,6.0,5.0,4.0,6.0,4.0,1,0
933,4.0,6.0,6.0,5.0,5.0,2.0,1,0
934,8.0,7.0,6.0,5.0,5.0,4.0,1,0
935,4.0,7.0,7.0,6.0,5.0,3.0,1,0
936,3.0,4.0,6.0,3.0,7.0,2.0,1,0
937,6.0,7.0,6.0,7.0,5.0,3.0,1,0
938,7.0,5.0,5.0,7.0,6.0,,1,1
939,4.0,7.0,7.0,5.0,5.0,,1,0
940,4.0,7.0,4.0,2.0,3.0,1.0,1,0
941,5.0,8.0,6.0,6.0,,4.0,1,0
942,4.0,7.0,7.0,4.0,4.0,,1,0
943,2.0,8.0,8.0,4.0,6.0,3.0,1,0
944,8.0,6.0,8.0,6.0,7.0,,1,1
945,1.0,6.0,8.0,7.0,9.0,,1,0
946,4.0,6.0,8.0,4.0,9.0,1.0,1,0
947,5.0,6.0,5.0,8.0,6.0,2.0,1,0
948,8.0,6.0,7.0,7.0,7.0,5.0,1,1
949,5.0,8.0,7.0,5.0,5.0,4.0,1,0
950,6.0,6.0,7.0,8.0,6.0,7.0,1,0
951,,,,,,,1,0
952,6.0,6.0,6.0,8.0,6.0,5.0,1,0
953,5.0,8.0,9.0,7.0,5.0,5.0,1,0
954,8.0,6.0,7.0,5.0,6.0,7.0,1,0
955,5.0,7.0,9.0,7.0,5.0,4.0,1,0
956,6.0,6.0,9.0,6.0,6.0,5.0,1,0
957,7.0,7.0,7.0,7.0,7.0,8.0,1,0
958,9.0,8.0,8.0,10.0,9.0,6.0,1,0
959,6.0,9.0,8.0,6.0,8.0,6.0,1,1
960,6.0,7.0,6.0,8.0,9.0,6.0,1,1
961,,,,,,,1,0
962,4.0,8.0,6.0,6.0,5.0,1.0,1,0
963,6.0,6.0,8.0,7.0,7.0,2.0,1,1
964,10.0,6.0,8.0,10.0,6.0,,1,0
965,6.0,4.0,6.0,7.0,,,1,0
966,7.0,7.0,9.0,8.0,8.0,5.0,1,0
967,8.0,8.0,9.0,9.0,8.0,6.0,1,0
968,7.0,8.0,7.0,5.0,7.0,5.0,1,0
969,5.0,8.0,8.0,7.0,7.0,7.0,1,0
970,6.0,7.0,7.0,7.0,6.0,6.0,1,0
971,6.0,7.0,7.0,3.0,5.0,3.0,1,0
972,5.0,8.0,7.0,6.0,5.0,5.0,1,0
973,5.0,8.0,7.0,5.0,6.0,5.0,1,0
974,7.0,7.0,7.0,7.0,7.0,7.0,1,0
975,5.0,8.0,8.0,5.0,7.0,6.0,1,0
976,6.0,7.0,8.0,4.0,7.0,6.0,1,0
977,5.0,7.0,7.0,7.0,6.0,7.0,1,0
978,7.0,7.0,6.0,5.0,4.0,5.0,1,0
979,6.0,8.0,6.0,6.0,6.0,5.0,1,0
980,5.0,7.0,7.0,6.0,6.0,5.0,1,0
981,,,,,,,1,0
982,4.0,7.0,6.0,6.0,7.0,5.0,1,0
983,3.0,7.0,7.0,3.0,6.0,5.0,1,0
984,7.0,7.0,7.0,6.0,5.0,5.0,1,0
985,4.0,8.0,7.0,6.0,7.0,5.0,1,0
